"","Country (ISO3 Code)","WHO-CHOICE Region","Income Group","Antibiotic","MSH Form","MSH Dose","MSH Cost","Scenario 1 Generic Cost Estimate","Scenario 2 Income Cost Estimate","Class","Category"
"21","COK","WPRO B",NA,"gentamicin sulfate","ampoule","10mg/ml",0.0944103931520367,NA,NA,"Aminoglycosides","Access"
"22","COK","WPRO B",NA,"gentamicin sulfate","ampoule","40mg/ml",0.0643707226036614,NA,NA,"Aminoglycosides","Access"
"23","COK","WPRO B",NA,"imipenem/cilastatin","vial","500mg/500mg",10.964479750157,NA,NA,"Carbapenems","Watch"
"24","COK","WPRO B",NA,"kanamycin sulfate","vial","1g",1.25673107429882,NA,NA,"Aminoglycosides","Watch"
"25","COK","WPRO B",NA,"levofloxacin","vial","5mg/ml",0.0183456559420435,NA,NA,"Fluoroquinolones","Watch"
"26","COK","WPRO B",NA,"meropenem","vial","1g",10.8357383049497,NA,NA,"Carbapenems","Watch"
"27","COK","WPRO B",NA,"metronidazole","vial","5mg/ml",0.00536422688363845,NA,NA,"Imidazoles","Access"
"28","COK","WPRO B",NA,"spectinomycin","vial","2g",5.2033000771293,NA,NA,"Aminocyclitols","Access"
"29","COK","WPRO B",NA,"streptomycin sulfate","vial","1g",0.37699786538211,NA,NA,"Aminoglycosides","Watch"
"30","COK","WPRO B",NA,"sulfamethoxazole/trimethoprim","ampoule","80/16mg/ml",0.410363356598341,NA,NA,"Trimethoprim - sulfonamide combinations","Access"
"31","NIU","WPRO B",NA,"amikacin sulfate","vial","250mg/ml",0.674819741961717,NA,NA,"Aminoglycosides","Access"
"32","NIU","WPRO B",NA,"amoxicillin/clavulanic acid","vial","1000/200mg",5.79336503432953,NA,NA,"Beta lactam - beta lactamase inhibitor","Access"
"33","NIU","WPRO B",NA,"ampicillin","vial","1g",0.18131086866698,NA,NA,"Penicillins ","Access"
"34","NIU","WPRO B",NA,"ampicillin","vial","250mg",0.128741445207323,NA,NA,"Penicillins ","Access"
"35","NIU","WPRO B",NA,"ampicillin","vial","500mg",0.161677798272863,NA,NA,"Penicillins ","Access"
"36","NIU","WPRO B",NA,"cefotaxime","vial","1g",1.15867300686591,NA,NA,"Third-generation cephalosporins","Watch"
"37","NIU","WPRO B",NA,"cefotaxime","vial","500mg",1.05138846919314,NA,NA,"Third-generation cephalosporins","Watch"
"38","NIU","WPRO B",NA,"ceftazidime","vial","1g",1.44834125858238,NA,NA,"Third-generation cephalosporins","Watch"
"39","NIU","WPRO B",NA,"ceftazidime","vial","250mg",1.58781115755698,NA,NA,"Third-generation cephalosporins","Watch"
"40","NIU","WPRO B",NA,"ceftriaxone","vial","1g",0.426992459937621,NA,NA,"Third-generation cephalosporins","Watch"
"41","NIU","WPRO B",NA,"ceftriaxone","vial","250mg",0.379572694286257,NA,NA,"Third-generation cephalosporins","Watch"
"42","NIU","WPRO B",NA,"ceftriaxone","vial","500mg",0.407681243156522,NA,NA,"Third-generation cephalosporins","Watch"
"43","NIU","WPRO B",NA,"cefuroxime","vial","750mg",1.43375056145889,NA,NA,"Second-generation cephalosporins","Watch"
"44","NIU","WPRO B",NA,"chloramphenicol","vial","1g",0.500053230092776,NA,NA,"Amphenicols","Access"
"45","NIU","WPRO B",NA,"chloramphenicol in oil","ampoule","250mg/ml",0.354253543395483,NA,NA,"Amphenicols","Access"
"46","NIU","WPRO B",NA,"ciprofloxacin","vial","2mg/ml",0.0107284537672769,NA,NA,"Fluoroquinolones","Watch"
"47","NIU","WPRO B",NA,"clindamycin","vial","150mg/ml",0.50638301781547,NA,NA,"Lincosamides","Access"
"48","NIU","WPRO B",NA,"cloxacillin","vial","1g",0.18131086866698,NA,NA,"Penicillins ","Access"
"49","NIU","WPRO B",NA,"cloxacillin","vial","250mg",0.278939797949199,NA,NA,"Penicillins ","Access"
"50","NIU","WPRO B",NA,"cloxacillin","vial","500mg",0.195043289489094,NA,NA,"Penicillins ","Access"
"51","NIU","WPRO B",NA,"gentamicin sulfate","ampoule","10mg/ml",0.0944103931520367,NA,NA,"Aminoglycosides","Access"
"52","NIU","WPRO B",NA,"gentamicin sulfate","ampoule","40mg/ml",0.0643707226036614,NA,NA,"Aminoglycosides","Access"
"53","NIU","WPRO B",NA,"imipenem/cilastatin","vial","500mg/500mg",10.964479750157,NA,NA,"Carbapenems","Watch"
"54","NIU","WPRO B",NA,"kanamycin sulfate","vial","1g",1.25673107429882,NA,NA,"Aminoglycosides","Watch"
"55","NIU","WPRO B",NA,"levofloxacin","vial","5mg/ml",0.0183456559420435,NA,NA,"Fluoroquinolones","Watch"
"56","NIU","WPRO B",NA,"meropenem","vial","1g",10.8357383049497,NA,NA,"Carbapenems","Watch"
"57","NIU","WPRO B",NA,"metronidazole","vial","5mg/ml",0.00536422688363845,NA,NA,"Imidazoles","Access"
"58","NIU","WPRO B",NA,"spectinomycin","vial","2g",5.2033000771293,NA,NA,"Aminocyclitols","Access"
"59","NIU","WPRO B",NA,"streptomycin sulfate","vial","1g",0.37699786538211,NA,NA,"Aminoglycosides","Watch"
"60","NIU","WPRO B",NA,"sulfamethoxazole/trimethoprim","ampoule","80/16mg/ml",0.410363356598341,NA,NA,"Trimethoprim - sulfonamide combinations","Access"
"61","STP","AFRO D",NA,"amikacin sulfate","vial","250mg/ml",0.745409242570931,1.53360045904523,NA,"Aminoglycosides","Access"
"62","STP","AFRO D",NA,"amoxicillin/clavulanic acid","vial","1000/200mg",6.39937982493328,13.1660452763819,NA,"Beta lactam - beta lactamase inhibitor","Access"
"63","STP","AFRO D",NA,"ampicillin","vial","1g",0.200276887113652,0.72821932,NA,"Penicillins ","Access"
"64","STP","AFRO D",NA,"ampicillin","vial","1g",0.200276887113652,0.706083894,NA,"Penicillins ","Access"
"65","STP","AFRO D",NA,"ampicillin","vial","250mg",0.142208440554073,0.72821932,NA,"Penicillins ","Access"
"66","STP","AFRO D",NA,"ampicillin","vial","250mg",0.142208440554073,0.706083894,NA,"Penicillins ","Access"
"67","STP","AFRO D",NA,"ampicillin","vial","500mg",0.178590099929156,0.72821932,NA,"Penicillins ","Access"
"68","STP","AFRO D",NA,"ampicillin","vial","500mg",0.178590099929156,0.706083894,NA,"Penicillins ","Access"
"69","STP","AFRO D",NA,"cefotaxime","vial","1g",1.27987596498666,0.725099106,NA,"Third-generation cephalosporins","Watch"
"70","STP","AFRO D",NA,"cefotaxime","vial","500mg",1.16136893119159,0.725099106,NA,"Third-generation cephalosporins","Watch"
"71","STP","AFRO D",NA,"ceftazidime","vial","1g",1.59984495623332,1.332455386,NA,"Third-generation cephalosporins","Watch"
"72","STP","AFRO D",NA,"ceftazidime","vial","1g",1.59984495623332,0.846086503,NA,"Third-generation cephalosporins","Watch"
"73","STP","AFRO D",NA,"ceftazidime","vial","250mg",1.7539041001669,1.332455386,NA,"Third-generation cephalosporins","Watch"
"74","STP","AFRO D",NA,"ceftazidime","vial","250mg",1.7539041001669,0.846086503,NA,"Third-generation cephalosporins","Watch"
"75","STP","AFRO D",NA,"ceftriaxone","vial","1g",0.471657994504341,0.9703863,NA,"Third-generation cephalosporins","Watch"
"76","STP","AFRO D",NA,"ceftriaxone","vial","1g",0.471657994504341,0.755566405,NA,"Third-generation cephalosporins","Watch"
"77","STP","AFRO D",NA,"ceftriaxone","vial","250mg",0.419277885566925,0.9703863,NA,"Third-generation cephalosporins","Watch"
"78","STP","AFRO D",NA,"ceftriaxone","vial","250mg",0.419277885566925,0.755566405,NA,"Third-generation cephalosporins","Watch"
"79","STP","AFRO D",NA,"ceftriaxone","vial","500mg",0.450326728421231,0.9703863,NA,"Third-generation cephalosporins","Watch"
"80","STP","AFRO D",NA,"ceftriaxone","vial","500mg",0.450326728421231,0.755566405,NA,"Third-generation cephalosporins","Watch"
"81","STP","AFRO D",NA,"cefuroxime","vial","750mg",1.58372799963719,3.25835239025126,NA,"Second-generation cephalosporins","Watch"
"82","STP","AFRO D",NA,"chloramphenicol","vial","1g",0.552361284518778,0.512913305,NA,"Amphenicols","Access"
"83","STP","AFRO D",NA,"chloramphenicol","vial","1g",0.552361284518778,0.923289169,NA,"Amphenicols","Access"
"84","STP","AFRO D",NA,"chloramphenicol in oil","ampoule","250mg/ml",0.39131022559129,0.805079287085427,NA,"Amphenicols","Access"
"85","STP","AFRO D",NA,"ciprofloxacin","vial","2mg/ml",0.0118507033795061,0.684728522,NA,"Fluoroquinolones","Watch"
"86","STP","AFRO D",NA,"clindamycin","vial","150mg/ml",0.559353199512686,1.15080988341709,NA,"Lincosamides","Access"
"87","STP","AFRO D",NA,"cloxacillin","vial","1g",0.200276887113652,0.703042817,NA,"Penicillins ","Access"
"88","STP","AFRO D",NA,"cloxacillin","vial","250mg",0.308118287867158,0.703042817,NA,"Penicillins ","Access"
"89","STP","AFRO D",NA,"cloxacillin","vial","500mg",0.21544578743942,0.703042817,NA,"Penicillins ","Access"
"90","STP","AFRO D",NA,"gentamicin sulfate","ampoule","10mg/ml",0.104286189739653,0.214557774874372,NA,"Aminoglycosides","Access"
"91","STP","AFRO D",NA,"gentamicin sulfate","ampoule","40mg/ml",0.0711042202770364,0.146289391959799,NA,"Aminoglycosides","Access"
"92","STP","AFRO D",NA,"imipenem/cilastatin","vial","500mg/500mg",12.1114188538552,24.9179597638191,NA,"Carbapenems","Watch"
"93","STP","AFRO D",NA,"imipenem/cilastatin","vial","500mg/500mg",12.1114188538552,24.9179597638191,NA,"Carbapenems","Watch"
"94","STP","AFRO D",NA,"kanamycin sulfate","vial","1g",1.38819139387534,2.85605656236181,NA,"Aminoglycosides","Watch"
"95","STP","AFRO D",NA,"levofloxacin","vial","5mg/ml",0.0202647027789554,0.0416924767085427,NA,"Fluoroquinolones","Watch"
"96","STP","AFRO D",NA,"meropenem","vial","1g",11.9692104133011,24.6253809798995,NA,"Carbapenems","Watch"
"97","STP","AFRO D",NA,"metronidazole","vial","5mg/ml",0.00592535168975303,0.693229972,NA,"Imidazoles","Access"
"98","STP","AFRO D",NA,"spectinomycin","vial","2g",5.74759113906044,11.8250591834171,NA,"Aminocyclitols","Access"
"99","STP","AFRO D",NA,"streptomycin sulfate","vial","1g",0.416433716755843,0.856768205577889,NA,"Aminoglycosides","Watch"
"100","STP","AFRO D",NA,"sulfamethoxazole/trimethoprim","ampoule","80/16mg/ml",0.453289404266107,0.2834985,NA,"Trimethoprim - sulfonamide combinations","Access"
"101","STP","AFRO D",NA,"sulfamethoxazole/trimethoprim","ampoule","80/16mg/ml",0.453289404266107,0.293401785,NA,"Trimethoprim - sulfonamide combinations","Access"
"102","COK","WPRO B",NA,"amoxicillin","tab-cap","250mg",0.017165526027643,0.0222860492963266,NA,"Penicillins ","Access"
"103","COK","WPRO B",NA,"amoxicillin","tab-cap","500mg",0.0321853613018307,0.0328984537231488,NA,"Penicillins ","Access"
"104","COK","WPRO B",NA,"amoxicillin/clavulanic acid","tab-cap","500mg/125mg",0.176053926321014,0.135035752478086,NA,"Beta lactam - beta lactamase inhibitor","Access"
"105","COK","WPRO B",NA,"ampicillin","tab-cap","250mg",0.0174873796406613,0.0134130576806386,NA,"Penicillins ","Access"
"106","COK","WPRO B",NA,"ampicillin","tab-cap","500mg",0.0375495881854692,0.0288010440995308,NA,"Penicillins ","Access"
"107","COK","WPRO B",NA,"azithromycin","tab-cap","250mg",0.12552290907714,0.0711031096597088,NA,"Macrolides","Watch"
"108","COK","WPRO B",NA,"azithromycin","tab-cap","500mg",0.243214046904167,0.130532574449913,NA,"Macrolides","Watch"
"109","COK","WPRO B",NA,"cefalexin","tab-cap","250mg",0.0455959285109268,0.0286534919524199,NA,"First-generation cephalosporins","Access"
"110","COK","WPRO B",NA,"cefixime","tab-cap","400mg",0.295032478600115,0.101879082497493,NA,"Third-generation cephalosporins","Watch"
"111","COK","WPRO B",NA,"cefuroxime","tab-cap","250mg",0.122304372946957,0.0938091150670433,NA,"Second-generation cephalosporins","Watch"
"112","COK","WPRO B",NA,"cefuroxime","tab-cap","500mg",0.4195898268382,0.3218310956379,NA,"Second-generation cephalosporins","Watch"
"113","COK","WPRO B",NA,"chloramphenicol","tab-cap","250mg",0.028323117945611,0.0838379949718954,NA,"Amphenicols","Access"
"114","COK","WPRO B",NA,"ciprofloxacin","tab-cap","250mg",0.022744321986627,0.0222860492963266,NA,"Fluoroquinolones","Watch"
"115","COK","WPRO B",NA,"clarithromycin","tab-cap","500mg",0.273575571065561,0.164492268615744,NA,"Macrolides","Watch"
"116","COK","WPRO B",NA,"clindamycin","tab-cap","150mg",0.0893680198814166,0.0541232625767932,NA,"Lincosamides","Access"
"117","COK","WPRO B",NA,"cloxacillin","tab-cap","500mg",0.0401244170896156,0.0307759728377844,NA,"Penicillins ","Access"
"118","COK","WPRO B",NA,"doxycycline","tab-cap","100mg",0.0142688435104783,0.0328984537231488,NA,"Tetracyclines","Access"
"119","COK","WPRO B",NA,"erythromycin","tab-cap","250mg",0.0328290685278673,0.0318372132804666,NA,"Macrolides","Watch"
"120","COK","WPRO B",NA,"flucloxacillin","tab-cap","250mg",0.0554661059768216,0.0425432565698784,NA,"Penicillins ","Access"
"121","COK","WPRO B",NA,"levofloxacin","tab-cap","250mg",0.063619730839952,0.0562457434621577,NA,"Fluoroquinolones","Watch"
"122","COK","WPRO B",NA,"levofloxacin","tab-cap","500mg",0.130887135960778,0.0997566016121287,NA,"Fluoroquinolones","Watch"
"123","COK","WPRO B",NA,"levofloxacin","tab-cap","750mg",0.507241294116852,0.1432674597621,NA,"Fluoroquinolones","Watch"
"124","COK","WPRO B",NA,"linezolid","tab-cap","600mg",5.87919266446774,0.510456652930148,NA,"Oxazolidinones","Reserve"
"125","COK","WPRO B",NA,"metronidazole","tab-cap","200mg",0.00654435679803891,0.0159186066402333,NA,"Imidazoles","Access"
"126","COK","WPRO B",NA,"metronidazole","tab-cap","400mg",0.0126595754453867,0.0201635684109622,NA,"Imidazoles","Access"
"127","COK","WPRO B",NA,"moxifloxacin","tab-cap","400mg",0.47848903802055,0.36700759052545,NA,"Fluoroquinolones","Watch"
"128","COK","WPRO B",NA,"nitrofurantoin","tab-cap","100mg",0.0141615589728055,0.0477558199206999,NA,"Nitrofurantoin","Access"
"129","COK","WPRO B",NA,"norfloxacin","tab-cap","400mg",0.0276794107195744,0.0212304839362256,NA,"Fluoroquinolones","Watch"
"130","COK","WPRO B",NA,"ofloxacin","tab-cap","200mg",0.0533204152233662,0.0408974826213338,NA,"Fluoroquinolones","Watch"
"131","COK","WPRO B",NA,"rifabutin","tab-cap","150mg",0.912240423831555,0.385230280693646,NA,"Rifamycins","Watch"
"132","COK","WPRO B",NA,"rifampicin","tab-cap","150mg",0.225297529112815,0.0328984537231488,NA,"Rifamycins","Watch"
"133","COK","WPRO B",NA,"rifampicin","tab-cap","300mg",0.0911918570218537,0.0541232625767932,NA,"Rifamycins","Watch"
"134","COK","WPRO B",NA,"sulfamethoxazole/trimethoprim","tab-cap","100mg/20mg",0.00525694234596568,0.0148573661975511,NA,"Trimethoprim - sulfonamide combinations","Access"
"135","COK","WPRO B",NA,"sulfamethoxazole/trimethoprim","tab-cap","400mg/80mg",0.0128741445207323,0.0233472897390088,NA,"Trimethoprim - sulfonamide combinations","Access"
"136","COK","WPRO B",NA,"tetracycline hcl","tab-cap","250mg",0.0160926806509153,0.0123433046140846,NA,"Tetracyclines","Access"
"137","NIU","WPRO B",NA,"amoxicillin","tab-cap","250mg",0.017165526027643,0.0222860492963266,NA,"Penicillins ","Access"
"138","NIU","WPRO B",NA,"amoxicillin","tab-cap","500mg",0.0321853613018307,0.0328984537231488,NA,"Penicillins ","Access"
"139","NIU","WPRO B",NA,"amoxicillin/clavulanic acid","tab-cap","500mg/125mg",0.176053926321014,0.135035752478086,NA,"Beta lactam - beta lactamase inhibitor","Access"
"140","NIU","WPRO B",NA,"ampicillin","tab-cap","250mg",0.0174873796406613,0.0134130576806386,NA,"Penicillins ","Access"
"141","NIU","WPRO B",NA,"ampicillin","tab-cap","500mg",0.0375495881854692,0.0288010440995308,NA,"Penicillins ","Access"
"142","NIU","WPRO B",NA,"azithromycin","tab-cap","250mg",0.12552290907714,0.0711031096597088,NA,"Macrolides","Watch"
"143","NIU","WPRO B",NA,"azithromycin","tab-cap","500mg",0.243214046904167,0.130532574449913,NA,"Macrolides","Watch"
"144","NIU","WPRO B",NA,"cefalexin","tab-cap","250mg",0.0455959285109268,0.0286534919524199,NA,"First-generation cephalosporins","Access"
"145","NIU","WPRO B",NA,"cefixime","tab-cap","400mg",0.295032478600115,0.101879082497493,NA,"Third-generation cephalosporins","Watch"
"146","NIU","WPRO B",NA,"cefuroxime","tab-cap","250mg",0.122304372946957,0.0938091150670433,NA,"Second-generation cephalosporins","Watch"
"147","NIU","WPRO B",NA,"cefuroxime","tab-cap","500mg",0.4195898268382,0.3218310956379,NA,"Second-generation cephalosporins","Watch"
"148","NIU","WPRO B",NA,"chloramphenicol","tab-cap","250mg",0.028323117945611,0.0838379949718954,NA,"Amphenicols","Access"
"149","NIU","WPRO B",NA,"ciprofloxacin","tab-cap","250mg",0.022744321986627,0.0222860492963266,NA,"Fluoroquinolones","Watch"
"150","NIU","WPRO B",NA,"clarithromycin","tab-cap","500mg",0.273575571065561,0.164492268615744,NA,"Macrolides","Watch"
"151","NIU","WPRO B",NA,"clindamycin","tab-cap","150mg",0.0893680198814166,0.0541232625767932,NA,"Lincosamides","Access"
"152","NIU","WPRO B",NA,"cloxacillin","tab-cap","500mg",0.0401244170896156,0.0307759728377844,NA,"Penicillins ","Access"
"153","NIU","WPRO B",NA,"doxycycline","tab-cap","100mg",0.0142688435104783,0.0328984537231488,NA,"Tetracyclines","Access"
"154","NIU","WPRO B",NA,"erythromycin","tab-cap","250mg",0.0328290685278673,0.0318372132804666,NA,"Macrolides","Watch"
"155","NIU","WPRO B",NA,"flucloxacillin","tab-cap","250mg",0.0554661059768216,0.0425432565698784,NA,"Penicillins ","Access"
"156","NIU","WPRO B",NA,"levofloxacin","tab-cap","250mg",0.063619730839952,0.0562457434621577,NA,"Fluoroquinolones","Watch"
"157","NIU","WPRO B",NA,"levofloxacin","tab-cap","500mg",0.130887135960778,0.0997566016121287,NA,"Fluoroquinolones","Watch"
"158","NIU","WPRO B",NA,"levofloxacin","tab-cap","750mg",0.507241294116852,0.1432674597621,NA,"Fluoroquinolones","Watch"
"159","NIU","WPRO B",NA,"linezolid","tab-cap","600mg",5.87919266446774,0.510456652930148,NA,"Oxazolidinones","Reserve"
"160","NIU","WPRO B",NA,"metronidazole","tab-cap","200mg",0.00654435679803891,0.0159186066402333,NA,"Imidazoles","Access"
"161","NIU","WPRO B",NA,"metronidazole","tab-cap","400mg",0.0126595754453867,0.0201635684109622,NA,"Imidazoles","Access"
"162","NIU","WPRO B",NA,"moxifloxacin","tab-cap","400mg",0.47848903802055,0.36700759052545,NA,"Fluoroquinolones","Watch"
"163","NIU","WPRO B",NA,"nitrofurantoin","tab-cap","100mg",0.0141615589728055,0.0477558199206999,NA,"Nitrofurantoin","Access"
"164","NIU","WPRO B",NA,"norfloxacin","tab-cap","400mg",0.0276794107195744,0.0212304839362256,NA,"Fluoroquinolones","Watch"
"165","NIU","WPRO B",NA,"ofloxacin","tab-cap","200mg",0.0533204152233662,0.0408974826213338,NA,"Fluoroquinolones","Watch"
"166","NIU","WPRO B",NA,"rifabutin","tab-cap","150mg",0.912240423831555,0.385230280693646,NA,"Rifamycins","Watch"
"167","NIU","WPRO B",NA,"rifampicin","tab-cap","150mg",0.225297529112815,0.0328984537231488,NA,"Rifamycins","Watch"
"168","NIU","WPRO B",NA,"rifampicin","tab-cap","300mg",0.0911918570218537,0.0541232625767932,NA,"Rifamycins","Watch"
"169","NIU","WPRO B",NA,"sulfamethoxazole/trimethoprim","tab-cap","100mg/20mg",0.00525694234596568,0.0148573661975511,NA,"Trimethoprim - sulfonamide combinations","Access"
"170","NIU","WPRO B",NA,"sulfamethoxazole/trimethoprim","tab-cap","400mg/80mg",0.0128741445207323,0.0233472897390088,NA,"Trimethoprim - sulfonamide combinations","Access"
"171","NIU","WPRO B",NA,"tetracycline hcl","tab-cap","250mg",0.0160926806509153,0.0123433046140846,NA,"Tetracyclines","Access"
"172","STP","AFRO D",NA,"amoxicillin","tab-cap","250mg",0.0189611254072097,0.0237407524819711,NA,"Penicillins ","Access"
"173","STP","AFRO D",NA,"amoxicillin","tab-cap","500mg",0.0355521101385182,0.0350458727114811,NA,"Penicillins ","Access"
"174","STP","AFRO D",NA,"amoxicillin/clavulanic acid","tab-cap","500mg/125mg",0.194470042457695,0.143850098021966,NA,"Beta lactam - beta lactamase inhibitor","Access"
"175","STP","AFRO D",NA,"ampicillin","tab-cap","250mg",0.0193166465085949,0.0142885837767096,NA,"Penicillins ","Access"
"176","STP","AFRO D",NA,"ampicillin","tab-cap","500mg",0.0414774618282712,0.0306810081094992,NA,"Penicillins ","Access"
"177","STP","AFRO D",NA,"azithromycin","tab-cap","250mg",0.138653229540221,0.0757443055377172,NA,"Macrolides","Watch"
"178","STP","AFRO D",NA,"azithromycin","tab-cap","500mg",0.268655445613402,0.139052978822973,NA,"Macrolides","Watch"
"179","STP","AFRO D",NA,"cefalexin","tab-cap","250mg",0.0503654893629008,0.0305238246196771,NA,"First-generation cephalosporins","Access"
"180","STP","AFRO D",NA,"cefixime","tab-cap","400mg",0.325894342936417,0.108529154203296,NA,"Third-generation cephalosporins","Watch"
"181","STP","AFRO D",NA,"cefuroxime","tab-cap","250mg",0.135098018526369,0.0999324264137972,NA,"Second-generation cephalosporins","Watch"
"182","STP","AFRO D",NA,"cefuroxime","tab-cap","500mg",0.463481009172482,0.342838350617861,NA,"Second-generation cephalosporins","Watch"
"183","STP","AFRO D",NA,"chloramphenicol","tab-cap","250mg",0.031285856921896,0.0893104498131293,NA,"Amphenicols","Access"
"184","STP","AFRO D",NA,"ciprofloxacin","tab-cap","250mg",0.0251234911645529,0.0237407524819711,NA,"Fluoroquinolones","Watch"
"185","STP","AFRO D",NA,"clarithromycin","tab-cap","500mg",0.302192936177405,0.175229363557406,NA,"Macrolides","Watch"
"186","STP","AFRO D",NA,"clindamycin","tab-cap","150mg",0.0987163591512855,0.0576561131705012,NA,"Lincosamides","Access"
"187","STP","AFRO D",NA,"cloxacillin","tab-cap","500mg",0.0443216306393527,0.0327848486655791,NA,"Penicillins ","Access"
"188","STP","AFRO D",NA,"doxycycline","tab-cap","100mg",0.0157614354947431,0.0350458727114811,NA,"Tetracyclines","Access"
"189","STP","AFRO D",NA,"erythromycin","tab-cap","250mg",0.0362631523412886,0.0339153606885301,NA,"Macrolides","Watch"
"190","STP","AFRO D",NA,"flucloxacillin","tab-cap","250mg",0.0612681364720464,0.0453202319788888,NA,"Penicillins ","Access"
"191","STP","AFRO D",NA,"levofloxacin","tab-cap","250mg",0.070274671040471,0.0599171372164032,NA,"Fluoroquinolones","Watch"
"192","STP","AFRO D",NA,"levofloxacin","tab-cap","500mg",0.144578581229974,0.106268130157394,NA,"Fluoroquinolones","Watch"
"193","STP","AFRO D",NA,"levofloxacin","tab-cap","750mg",0.560301255783047,0.152619123098385,NA,"Fluoroquinolones","Watch"
"194","STP","AFRO D",NA,"linezolid","tab-cap","600mg",6.49418545196932,0.543776283039433,NA,"Oxazolidinones","Reserve"
"195","STP","AFRO D",NA,"metronidazole","tab-cap","200mg",0.0072289290614987,0.016957680344265,NA,"Imidazoles","Access"
"196","STP","AFRO D",NA,"metronidazole","tab-cap","400mg",0.0139838299878172,0.0214797284360691,NA,"Imidazoles","Access"
"197","STP","AFRO D",NA,"moxifloxacin","tab-cap","400mg",0.528541370725971,0.390963703338189,NA,"Fluoroquinolones","Watch"
"198","STP","AFRO D",NA,"nitrofurantoin","tab-cap","100mg",0.015642928460948,0.0508730410327952,NA,"Nitrofurantoin","Access"
"199","STP","AFRO D",NA,"norfloxacin","tab-cap","400mg",0.0305748147191256,0.0226162859778594,NA,"Fluoroquinolones","Watch"
"200","STP","AFRO D",NA,"ofloxacin","tab-cap","200mg",0.0588979957961451,0.0435670315154888,NA,"Fluoroquinolones","Watch"
"201","STP","AFRO D",NA,"rifabutin","tab-cap","150mg",1.0076653083594,0.410375864331214,NA,"Rifamycins","Watch"
"202","STP","AFRO D",NA,"rifampicin","tab-cap","150mg",0.248864770969627,0.0350458727114811,NA,"Rifamycins","Watch"
"203","STP","AFRO D",NA,"rifampicin","tab-cap","300mg",0.100730978725802,0.0576561131705012,NA,"Rifamycins","Watch"
"204","STP","AFRO D",NA,"sulfamethoxazole/trimethoprim","tab-cap","100mg/20mg",0.00580684465595797,0.015827168321314,NA,"Trimethoprim - sulfonamide combinations","Access"
"205","STP","AFRO D",NA,"sulfamethoxazole/trimethoprim","tab-cap","400mg/80mg",0.0142208440554073,0.0248712645049221,NA,"Trimethoprim - sulfonamide combinations","Access"
"206","STP","AFRO D",NA,"tetracycline hcl","tab-cap","250mg",0.0177760550692591,0.0131490034754996,NA,"Tetracyclines","Access"
"207","AND","EURO A","High income","amikacin sulfate","vial","250mg/ml",0.660424250564195,1.42273599450754,2.36028522621427,"Aminoglycosides","Access"
