"","iso3c","Medicine","Form","Dose","generic.adj","UK.adj","SA.adj","India.adj"
"97","AND","cefotaxime","powder","forinjection250mg",0.672681461598412,1.3739109039647,0.157318042438706,0.0629272169754825
"98","AND","ceftazidime","powder","forinjection1000mg",1.23613176239688,1.03829908009546,1.85635290077673,0.377563301852895
"99","AND","ceftazidime","powder","forinjection250mg",0.78492264094368,1.85635290077673,0.461466257820205,0.377563301852895
"100","AND","ceftriaxone","powder","forinjection1000mg",0.900236766051252,0.67122364773848,0.461466257820205,0.157318042438706
"101","AND","ceftriaxone","powder","forinjection250mg",0.700946269889899,1.49976533791567,0.283172476389671,0.08390295596731
"102","AND","chloramphenicol","2","mlampoule1000mg",0.475834639029607,NA,NA,0.146830172942792
"103","AND","chloramphenicol","powder","forinjection1000mg",0.856544301731275,1.89830437876039,NA,0.146830172942792
"104","AND","ciprofloxacin","2","mg",0.635229279628504,0.0104878694959137,NA,0
"105","AND","clindamycin","1","mlinjection150mg",NA,0.388051171348809,NA,1.26903220900556
"106","AND","cloxacillin","powder","forinjection500mg",0.652219628211884,NA,0.933420385136323,0.125854433950965
"107","AND","dactinomycin","powder","forinjection500mcg",NA,NA,NA,6.15637939410137
"108","AND","erythromycin","powder","forinjection500mg",NA,11.6625108794561,NA,NA
"109","AND","fluconazole","1","mlvial2mg",0.634914643543626,0.0104878694959137,NA,0
"110","AND","gentamicin","2","mlvial20mg",NA,1.49976533791567,NA,0.041951477983655
"111","AND","gentamicin","2","mlvial80mg",NA,0.818053820681272,0.241220998406016,0.041951477983655
"112","AND","imipenem/cilastatin","powder","forinjection500mg/500mg",NA,3.46099693365154,3.27221528272509,12.4386132221537
"113","AND","imipenem/cilastatin","powder","forinjection250mg/250mg",NA,NA,1.63610764136254,8.91468907152668
"114","AND","kanamycin","powder","forinjection1g",NA,NA,NA,0.450978388324291
"115","AND","streptomycin","powder","forinjection1000mg",NA,NA,0.304148215381499,0.0629272169754825
"116","AND","streptomycin","powder","forinjection1000mg",NA,NA,0.304148215381499,0.0629272169754825
"117","AND","sulfamethoxazole/trimethoprim","5","mlampoule400mg+80mg",0.263004303349029,2.42269785355608,NA,NA
"118","AND","sulfamethoxazole/trimethoprim","10ml","ampoule800mg+160mg",0.272191677027449,4.84539570711215,NA,NA
"119","AND","vancomycin","powder","forinjection250mg",0.952057329230562,0.755126603705789,0.922932515640409,0.293660345885585
"120","AND","metronidazole","100ml","vial500mg",0.643116157489431,0.492929866307946,0.0943908254632237,0.00646052760948286
"121","ARE","amikacin","powder","forinjection1000mg",NA,26.6857464526866,0.615911059545852,0.302356338322509
"122","ARE","amikacin","powder","forinjection100mg",NA,2.66521513039841,0.369546635727511,0.0559919145041684
"123","ARE","amikacin","powder","forinjection500mg",NA,13.3484724177937,0.313554721223343,0.156777360611671
"124","ARE","ampicillin","powder","forinjection1000mg",0.721343834557201,22.7999075860974,1.35500433100087,0.145578977710838
"125","ARE","ampicillin","powder","forinjection500mg",0.699417400837369,11.3999537930487,0.683101356950854,0.0671902974050021
"126","ARE","cefazolin","powder","forinjection1000mg",0.903866277457889,NA,0.593514293744185,0.291157955421676
"127","ARE","cefotaxime","powder","forinjection250mg",0.718253080876571,1.46698816000921,0.167975743512505,0.0671902974050021
"128","ARE","ceftazidime","powder","forinjection1000mg",1.31987500384096,1.10863990718253,1.98211377344756,0.403141784430012
"129","ARE","ceftazidime","powder","forinjection250mg",0.838098174681293,1.98211377344756,0.492728847636682,0.403141784430012
"130","ARE","ceftriaxone","powder","forinjection1000mg",0.961224394675959,0.716696505653355,0.492728847636682,0.167975743512505
"131","ARE","ceftriaxone","powder","forinjection250mg",0.748432722794318,1.60136875481922,0.302356338322509,0.0895870632066694
"132","ARE","chloramphenicol","2","mlampoule1000mg",0.508070632210824,NA,NA,0.156777360611671
"133","ARE","chloramphenicol","powder","forinjection1000mg",0.914571931511086,2.0269073050509,NA,0.156777360611671
"134","ARE","ciprofloxacin","2","mg",0.678263655537694,0.0111983829008337,NA,0
"135","ARE","clindamycin","1","mlinjection150mg",NA,0.414340167330846,NA,1.35500433100087
"136","ARE","cloxacillin","powder","forinjection500mg",0.696405035837045,NA,0.996656078174197,0.134380594810004
"137","ARE","dactinomycin","powder","forinjection500mcg",NA,NA,NA,6.57345076278937
"138","ARE","erythromycin","powder","forinjection500mg",NA,12.452601785727,NA,NA
"139","ARE","fluconazole","1","mlvial2mg",0.677927704050669,0.0111983829008337,NA,0
"140","ARE","gentamicin","2","mlvial20mg",NA,1.60136875481922,NA,0.0447935316033347
"141","ARE","gentamicin","2","mlvial80mg",NA,0.873473866265027,0.257562806719175,0.0447935316033347
"142","ARE","imipenem/cilastatin","powder","forinjection500mg/500mg",NA,3.69546635727511,3.49389546506011,13.2812821203887
"143","ARE","imipenem/cilastatin","powder","forinjection250mg/250mg",NA,NA,1.74694773253005,9.51862546570863
"144","ARE","kanamycin","powder","forinjection1g",NA,NA,NA,0.481530464735848
"145","ARE","streptomycin","powder","forinjection1000mg",NA,NA,0.324753104124177,0.0671902974050021
"146","ARE","streptomycin","powder","forinjection1000mg",NA,NA,0.324753104124177,0.0671902974050021
"147","ARE","sulfamethoxazole/trimethoprim","5","mlampoule400mg+80mg",0.280821848004206,2.58682645009258,NA,NA
"148","ARE","sulfamethoxazole/trimethoprim","10ml","ampoule800mg+160mg",0.290631631425336,5.17365290018516,NA,NA
"149","ARE","vancomycin","powder","forinjection250mg",1.01655560458898,0.806283568860025,0.985457695273363,0.313554721223343
"150","ARE","metronidazole","100ml","vial500mg",0.686684839479121,0.526323996339183,0.100785446107503,0.00689820386691355
"151","ARG","amikacin","powder","forinjection1000mg",NA,19.6207230298918,0.452849251634096,0.222307814438556
"152","ARG","amikacin","powder","forinjection100mg",NA,1.95960221616209,0.271709550980458,0.0411681137849178
"153","ARG","amikacin","powder","forinjection500mg",NA,9.81447832632441,0.23054143719554,0.11527071859777
"154","ARG","ampicillin","powder","forinjection1000mg",0.530368809891096,16.7636559332185,0.996268353595012,0.107037095840786
"155","ARG","ampicillin","powder","forinjection500mg",0.514247376532923,8.38182796660927,0.502250988175998,0.0494017365419014
"156","ARG","cefazolin","powder","forinjection1000mg",0.664568627207171,NA,0.436382006120129,0.214074191681573
"157","ARG","cefotaxime","powder","forinjection250mg",0.528096330010169,1.07860458116485,0.123504341354753,0.0494017365419014
"158","ARG","ceftazidime","powder","forinjection1000mg",0.970439479006354,0.815128652941373,1.45735122798609,0.296410419251408
"159","ARG","ceftazidime","powder","forinjection250mg",0.616212560755407,1.45735122798609,0.362279401307277,0.296410419251408
"160","ARG","ceftriaxone","powder","forinjection1000mg",0.706741242968441,0.526951856446948,0.362279401307277,0.123504341354753
"161","ARG","ceftriaxone","powder","forinjection250mg",0.55028594334024,1.17740805424865,0.222307814438556,0.0658689820558685
"162","ARG","chloramphenicol","2","mlampoule1000mg",0.373559464484344,NA,NA,0.11527071859777
"163","ARG","chloramphenicol","powder","forinjection1000mg",0.672439970562848,1.49028571901403,NA,0.11527071859777
"164","ARG","ciprofloxacin","2","mg",0.498694063144981,0.00823362275698357,NA,0
"165","ARG","clindamycin","1","mlinjection150mg",NA,0.304644042008392,NA,0.996268353595012
"166","ARG","cloxacillin","powder","forinjection500mg",0.512032532011294,NA,0.732792425371537,0.0988034730838028
"167","ARG","dactinomycin","powder","forinjection500mcg",NA,NA,NA,4.83313655834935
"168","ARG","erythromycin","powder","forinjection500mg",NA,9.15578850576572,NA,NA
"169","ARG","fluconazole","1","mlvial2mg",0.498447054462271,0.00823362275698357,NA,0
"170","ARG","gentamicin","2","mlvial20mg",NA,1.17740805424865,NA,0.0329344910279343
"171","ARG","gentamicin","2","mlvial80mg",NA,0.642222575044718,0.189373323410622,0.0329344910279343
"172","ARG","imipenem/cilastatin","powder","forinjection500mg/500mg",NA,2.71709550980458,2.56889030017887,9.76507658978251
"173","ARG","imipenem/cilastatin","powder","forinjection250mg/250mg",NA,NA,1.28444515008944,6.99857934343603
"174","ARG","kanamycin","powder","forinjection1g",NA,NA,NA,0.354045778550293
"175","ARG","streptomycin","powder","forinjection1000mg",NA,NA,0.238775059952523,0.0494017365419014
"176","ARG","streptomycin","powder","forinjection1000mg",NA,NA,0.238775059952523,0.0494017365419014
"177","ARG","sulfamethoxazole/trimethoprim","5","mlampoule400mg+80mg",0.206474557876877,1.9019668568632,NA,NA
"178","ARG","sulfamethoxazole/trimethoprim","10ml","ampoule800mg+160mg",0.213687211411994,3.80393371372641,NA,NA
"179","ARG","vancomycin","powder","forinjection250mg",0.747423573010697,0.592820838502817,0.724558802614554,0.23054143719554
"180","ARG","metronidazole","100ml","vial500mg",0.504885747458232,0.386980269578228,0.0741026048128521,0.00507191161830188
"181","ARM","amikacin","powder","forinjection1000mg",NA,25.3893564694171,0.585990182886254,0.287667907962343
"182","ARM","amikacin","powder","forinjection100mg",NA,2.53573933685324,0.351594109731752,0.0532718348078412
"183","ARM","amikacin","powder","forinjection500mg",NA,12.7000054181893,0.298322274923911,0.149161137461955
"184","ARM","ampicillin","powder","forinjection1000mg",0.686301047829418,21.6922911337529,1.28917840234976,0.138506770500387
"185","ARM","ampicillin","powder","forinjection500mg",0.665439797318668,10.8461455668765,0.649916384655663,0.0639262017694095
"186","ARM","cefazolin","powder","forinjection1000mg",0.859956574936019,NA,0.564681448963117,0.277013541000774
"187","ARM","cefotaxime","powder","forinjection250mg",0.683360442548026,1.39572207196544,0.159815504423524,0.0639262017694095
"188","ARM","ceftazidime","powder","forinjection1000mg",1.25575565319132,1.05478232919526,1.88582295219758,0.383557210616457
"189","ARM","ceftazidime","powder","forinjection250mg",0.797383477770729,1.88582295219758,0.468792146309003,0.383557210616457
"190","ARM","ceftriaxone","powder","forinjection1000mg",0.914528242513172,0.681879485540368,0.468792146309003,0.159815504423524
"191","ARM","ceftriaxone","powder","forinjection250mg",0.712073961509452,1.52357447550426,0.287667907962343,0.0852349356925459
"192","ARM","chloramphenicol","2","mlampoule1000mg",0.483388629046351,NA,NA,0.149161137461955
"193","ARM","chloramphenicol","powder","forinjection1000mg",0.870142149751278,1.92844042004385,NA,0.149161137461955
"194","ARM","ciprofloxacin","2","mg",0.645313698128265,0.0106543669615682,NA,0
"195","ARM","clindamycin","1","mlinjection150mg",NA,0.394211577578025,NA,1.28917840234976
"196","ARM","cloxacillin","powder","forinjection500mg",0.662573772606006,NA,0.948238659579574,0.127852403538819
"197","ARM","dactinomycin","powder","forinjection500mcg",NA,NA,NA,6.25411340644056
"198","ARM","erythromycin","powder","forinjection500mg",NA,11.8476560612639,NA,NA
"199","ARM","fluconazole","1","mlvial2mg",0.644994067119418,0.0106543669615682,NA,0
"200","ARM","gentamicin","2","mlvial20mg",NA,1.52357447550426,NA,0.042617467846273
"201","ARM","gentamicin","2","mlvial80mg",NA,0.831040623002323,0.24505044011607,0.042617467846273
"202","ARM","imipenem/cilastatin","powder","forinjection500mg/500mg",NA,3.51594109731752,3.32416249200929,12.6360792164199
"203","ARM","imipenem/cilastatin","powder","forinjection250mg/250mg",NA,NA,1.66208124600465,9.05621191733301
"204","ARM","kanamycin","powder","forinjection1g",NA,NA,NA,0.458137779347434
"205","ARM","streptomycin","powder","forinjection1000mg",NA,NA,0.308976641885479,0.0639262017694095
"206","ARM","streptomycin","powder","forinjection1000mg",NA,NA,0.308976641885479,0.0639262017694095
"207","ARM","sulfamethoxazole/trimethoprim","5","mlampoule400mg+80mg",0.267179560295247,2.46115876812226,NA,NA
"208","ARM","sulfamethoxazole/trimethoprim","10ml","ampoule800mg+160mg",0.276512785753581,4.92231753624453,NA,NA
"209","ARM","vancomycin","powder","forinjection250mg",0.96717146967028,0.767114421232914,0.937584292618005,0.298322274923911
"210","ARM","metronidazole","100ml","vial500mg",0.653325782083365,0.500755247193707,0.0958893026541142,0.00656309004832604
"211","ATG","amikacin","powder","forinjection1000mg",NA,24.7242952584336,0.570640469665903,0.280132594199625
"212","ATG","amikacin","powder","forinjection100mg",NA,2.46931694146336,0.342384281799542,0.0518764063332639
"213","ATG","amikacin","powder","forinjection500mg",NA,12.3673352698501,0.290507875466278,0.145253937733139
"214","ATG","ampicillin","powder","forinjection1000mg",0.668323742791439,21.1240726589051,1.25540903326499,0.134878656466486
"215","ATG","ampicillin","powder","forinjection500mg",0.648008942071333,10.5620363294525,0.63289215726582,0.0622516875999167
"216","ATG","cefazolin","powder","forinjection1000mg",0.837430452156613,NA,0.549889907132598,0.269757312932972
"217","ATG","cefotaxime","powder","forinjection250mg",0.665460165161843,1.35916184593152,0.155629218999792,0.0622516875999167
"218","ATG","ceftazidime","powder","forinjection1000mg",1.2228617759315,1.02715284539863,1.83642478419754,0.3735101255995
"219","ATG","ceftazidime","powder","forinjection250mg",0.776496425277561,1.83642478419754,0.456512375732723,0.3735101255995
"220","ATG","ceftriaxone","powder","forinjection1000mg",0.890572642804409,0.664018001065778,0.456512375732723,0.155629218999792
"221","ATG","ceftriaxone","powder","forinjection250mg",0.693421548175472,1.48366522113135,0.280132594199625,0.0830022501332223
"222","ATG","chloramphenicol","2","mlampoule1000mg",0.470726511068037,NA,NA,0.145253937733139
"223","ATG","chloramphenicol","powder","forinjection1000mg",0.847349221047533,1.87792590926415,NA,0.145253937733139
"224","ATG","ciprofloxacin","2","mg",0.628410035758626,0.0103752812666528,NA,0
"225","ATG","clindamycin","1","mlinjection150mg",NA,0.383885406866153,NA,1.25540903326499
"226","ATG","cloxacillin","powder","forinjection500mg",0.645217991410604,NA,0.923400032732098,0.124503375199833
"227","ATG","dactinomycin","powder","forinjection500mcg",NA,NA,NA,6.09029010352519
"228","ATG","erythromycin","powder","forinjection500mg",NA,11.5373127685179,NA,NA
"229","ATG","fluconazole","1","mlvial2mg",0.628098777320626,0.0103752812666528,NA,0
"230","ATG","gentamicin","2","mlvial20mg",NA,1.48366522113135,NA,0.0415011250666112
"231","ATG","gentamicin","2","mlvial80mg",NA,0.809271938798917,0.238631469133014,0.0415011250666112
"232","ATG","imipenem/cilastatin","powder","forinjection500mg/500mg",NA,3.42384281799542,3.23708775519567,12.3050835822502
"233","ATG","imipenem/cilastatin","powder","forinjection250mg/250mg",NA,NA,1.61854387759783,8.81898907665487
"234","ATG","kanamycin","powder","forinjection1g",NA,NA,NA,0.44613709446607
"235","ATG","streptomycin","powder","forinjection1000mg",NA,NA,0.300883156732931,0.0622516875999167
"236","ATG","streptomycin","powder","forinjection1000mg",NA,NA,0.300883156732931,0.0622516875999167
"237","ATG","sulfamethoxazole/trimethoprim","5","mlampoule400mg+80mg",0.260180928323852,2.39668997259679,NA,NA
"238","ATG","sulfamethoxazole/trimethoprim","10ml","ampoule800mg+160mg",0.26926967471344,4.79337994519359,NA,NA
"239","ATG","vancomycin","powder","forinjection250mg",0.94183690754294,0.747020251199001,0.913024751465445,0.290507875466278
"240","ATG","metronidazole","100ml","vial500mg",0.636212247271149,0.487638219532681,0.0933775313998751,0.00639117326025812
"241","AUS","amikacin","powder","forinjection1000mg",NA,24.3344045419532,0.561641733028714,0.275715032577732
"242","AUS","amikacin","powder","forinjection100mg",NA,2.43037695383335,0.336985039817228,0.0510583393662467
"243","AUS","amikacin","powder","forinjection500mg",NA,12.1723081049132,0.285926700450982,0.142963350225491
"244","AUS","ampicillin","powder","forinjection1000mg",0.657784586055357,20.7909557899357,1.23561181266317,0.132751682352242
"245","AUS","ampicillin","powder","forinjection500mg",0.637790140359535,10.3954778949678,0.62291174026821,0.0612700072394961
"246","AUS","cefazolin","powder","forinjection1000mg",0.824224560721448,NA,0.541218397282215,0.265503364704483
"247","AUS","cefotaxime","powder","forinjection250mg",0.65496616572234,1.33772849139566,0.15317501809874,0.0612700072394961
"248","AUS","ceftazidime","powder","forinjection1000mg",1.20357781054479,1.01095511945169,1.80746521356513,0.367620043436977
"249","AUS","ceftazidime","powder","forinjection250mg",0.764251435301855,1.80746521356513,0.449313386422971,0.367620043436977
"250","AUS","ceftriaxone","powder","forinjection1000mg",0.876528723568231,0.653546743887958,0.449313386422971,0.15317501809874
"251","AUS","ceftriaxone","powder","forinjection250mg",0.682486610640747,1.46026850587466,0.275715032577732,0.0816933429859948
"252","AUS","chloramphenicol","2","mlampoule1000mg",0.463303371409323,NA,NA,0.142963350225491
"253","AUS","chloramphenicol","powder","forinjection1000mg",0.833986915208274,1.84831188505813,NA,0.142963350225491
"254","AUS","ciprofloxacin","2","mg",0.618500299746967,0.0102116678732493,NA,0
"255","AUS","clindamycin","1","mlinjection150mg",NA,0.377831711310226,NA,1.23561181266317
"256","AUS","cloxacillin","powder","forinjection500mg",0.63504320170163,NA,0.908838440719192,0.122540014478992
"257","AUS","dactinomycin","powder","forinjection500mcg",NA,NA,NA,5.99424904159737
"258","AUS","erythromycin","powder","forinjection500mg",NA,11.3553746750533,NA,NA
"259","AUS","fluconazole","1","mlvial2mg",0.618193949710769,0.0102116678732493,NA,0
"260","AUS","gentamicin","2","mlvial20mg",NA,1.46026850587466,NA,0.0408466714929974
"261","AUS","gentamicin","2","mlvial80mg",NA,0.796510094113449,0.234868361084735,0.0408466714929974
"262","AUS","imipenem/cilastatin","powder","forinjection500mg/500mg",NA,3.36985039817228,3.1860403764538,12.1110380976737
"263","AUS","imipenem/cilastatin","powder","forinjection250mg/250mg",NA,NA,1.5930201882269,8.67991769226195
"264","AUS","kanamycin","powder","forinjection1g",NA,NA,NA,0.439101718549722
"265","AUS","streptomycin","powder","forinjection1000mg",NA,NA,0.296138368324231,0.0612700072394961
"266","AUS","streptomycin","powder","forinjection1000mg",NA,NA,0.296138368324231,0.0612700072394961
"267","AUS","sulfamethoxazole/trimethoprim","5","mlampoule400mg+80mg",0.256077995257474,2.3588952787206,NA,NA
