"","Country (ISO3 Code)","WHO-CHOICE Region","Gram stain","Antibiotic Class","Syndrome","Regional Level of MA for LOS","Number of Studies in MA for LOS","Mean Excess LOS","Low 95% UI Bound Excess LOS","High 95% UI Bound Excess LOS"
"51","ALB","EURO B","gp","penicillins","SSTI","income",2,12.1542072560109,3.47623080363318,20.5718457681551
"52","ALB","EURO B","gn","3g cephalosporins","UTI","wbregion",1,4.09836865497344,3.7056034879842,4.52141989782147
"53","ALB","EURO B","gn","carbapenems","UTI","global",2,9.74412361630843,0.783698406466013,18.6283371564216
"54","ALB","EURO B","gp","glycopeptides","UTI","global",1,1.65636606884955,-50.2453713351688,51.8860672864761
"55","AND","EURO A","gp","penicillins","B-J","income",1,0.587580577776375,-6.24015816743733,7.26310149237078
"56","AND","EURO A","gn","3g cephalosporins","BSI","whoc",13,4.36794895507178,1.44583114789289,7.125298117271
"57","AND","EURO A","gn","carbapenems","BSI","whoc",5,7.22692209685978,1.36683457824944,12.8798820844956
"58","AND","EURO A","gp","glycopeptides","BSI","whoc",2,15.381896291517,1.77256245774557,28.6448446345725
"59","AND","EURO A","gp","penicillins","BSI","whoc",6,3.25583726442614,-4.84449670085456,11.026433726659
"60","AND","EURO A","gn","3g cephalosporins","COL/INF","income",6,15.8425932407673,8.42450215646302,23.2466539530856
"61","AND","EURO A","gn","carbapenems","COL/INF","whoc",1,5.98700594114116,-1.9268492728848,14.5605393752114
"62","AND","EURO A","gp","glycopeptides","COL/INF","whoc",1,11.0242293456843,-1.51668388659032,23.4072711342945
"63","AND","EURO A","gp","penicillins","COL/INF","whoc",2,11.0217120786484,10.141585329802,11.8602792063542
"64","AND","EURO A","gn","3g cephalosporins","RTI","income",6,-1.13498074183892,-4.38032656857109,1.94334482673067
"65","AND","EURO A","gn","carbapenems","RTI","whoc",2,6.24951361868935,-2.4711159522333,14.537662054308
"66","AND","EURO A","tb","mdr","RTI","whoc",1,66.8341206265741,7.40964647254467,127.474926328107
"67","AND","EURO A","gp","penicillins","RTI","whoc",3,12.480125946894,6.73360382640128,18.5631575928591
"68","AND","EURO A","gp","penicillins","SSI","income",2,7.49545870134887,4.34056084602072,10.71600134672
"69","AND","EURO A","gp","penicillins","SSTI","income",1,9.33761151396408,3.87321025195024,14.4714974028516
"70","AND","EURO A","gn","3g cephalosporins","UTI","whoc",1,4.09958394674164,3.65992895779565,4.55441324709115
"71","AND","EURO A","gn","carbapenems","UTI","whoc",1,5.86132744135909,-2.06461460061542,13.4952370774137
"72","AND","EURO A","gp","glycopeptides","UTI","income",1,2.61379455190392,-47.6444364027521,55.0119829718884
"73","ARE","EMRO E","gp","penicillins","B-J","income",1,0.672512180089818,-6.6059429643556,7.60935708332911
"74","ARE","EMRO E","gn","3g cephalosporins","BSI","income",24,4.33119970481405,2.3563958310924,6.38668989178873
"75","ARE","EMRO E","gn","carbapenems","BSI","income",10,6.56614137177906,2.12078012101659,11.4065084901909
"76","ARE","EMRO E","gp","glycopeptides","BSI","income",14,7.4060368489762,4.98408156697434,9.87392006372806
"77","ARE","EMRO E","gp","penicillins","BSI","income",25,3.33384997239888,2.00661077732262,4.5834839959488
"78","ARE","EMRO E","gn","3g cephalosporins","COL/INF","income",6,15.8728002530212,8.51828635910569,23.5509940013222
"79","ARE","EMRO E","gn","carbapenems","COL/INF","income",14,7.80571368382356,4.08683870716184,11.4906483332563
"80","ARE","EMRO E","gp","glycopeptides","COL/INF","income",7,5.26027281351971,0.051129963808766,10.581448836721
"81","ARE","EMRO E","gp","penicillins","COL/INF","income",13,1.34802369723435,0.982226506907023,1.72525971057356
"82","ARE","EMRO E","gn","3g cephalosporins","RTI","income",6,-1.00480864121336,-4.08817762971792,2.29979325042809
"83","ARE","EMRO E","gn","carbapenems","RTI","income",3,1.40885741693774,-8.25843027856671,11.1621135280092
"84","ARE","EMRO E","tb","mdr","RTI","income",3,143.607824374105,-50.9525610805816,343.574566012588
"85","ARE","EMRO E","gp","penicillins","RTI","income",12,2.3836229341282,0.500970672435482,4.23231837990097
"86","ARE","EMRO E","gp","penicillins","SSI","income",2,7.62834839795406,4.21002835337248,11.0311870502134
"87","ARE","EMRO E","gp","penicillins","SSTI","income",1,9.30194844170197,4.37595662388781,14.4553083519211
"88","ARE","EMRO E","gn","3g cephalosporins","UTI","income",4,3.61053287202409,1.8492684617643,5.36286971149489
"89","ARE","EMRO E","gn","carbapenems","UTI","income",2,9.6823240308143,0.744004818221065,18.805543911956
"90","ARE","EMRO E","gp","glycopeptides","UTI","income",1,1.40223542769709,-50.9612433603774,52.380857959027
"91","ARG","AMRO B","gp","penicillins","B-J","whoc",1,12.6306608181006,-13.936768299723,40.7347899245314
"92","ARG","AMRO B","gn","3g cephalosporins","BSI","whoc",2,11.0680247096552,0.0217756535860484,22.4775641684904
"93","ARG","AMRO B","gn","carbapenems","BSI","whoc",2,0.196897492175787,-14.1576498014547,14.947730945109
"94","ARG","AMRO B","gp","glycopeptides","BSI","global",14,7.41557090544105,5.02973098498452,9.76681253967684
"95","ARG","AMRO B","gp","penicillins","BSI","income",6,5.56263606583539,0.944910211463496,10.1887059868156
"96","ARG","AMRO B","gn","3g cephalosporins","COL/INF","whoc",4,10.9206593993177,5.50149605084725,16.8556239808167
"97","ARG","AMRO B","gn","carbapenems","COL/INF","whoc",1,2.93329811186389,-2.00285108214874,8.2458117881255
"98","ARG","AMRO B","gp","glycopeptides","COL/INF","global",7,5.18530079071194,-0.12830287585634,10.2135307048949
"99","ARG","AMRO B","gp","penicillins","COL/INF","whoc",1,0.997150948683428,0.799073233909079,1.2100940041886
"100","ARG","AMRO B","gn","3g cephalosporins","RTI","income",7,0.571787149950541,-2.62258216800922,3.78448817988951
"101","ARG","AMRO B","gn","carbapenems","RTI","income",1,46.8102596822927,-35.144689524798,129.915478583632
"102","ARG","AMRO B","tb","mdr","RTI","global",3,142.905846893549,-67.5534233326109,351.90251948468
"103","ARG","AMRO B","gp","penicillins","RTI","income",3,1.41986045569238,-0.0467433213349583,2.88675891605462
"104","ARG","AMRO B","gp","penicillins","SSI","global",2,7.60932386708022,4.33048194052395,11.0564950778174
"105","ARG","AMRO B","gp","penicillins","SSTI","income",2,11.8619764481884,3.72481081880104,20.6072459401883
"106","ARG","AMRO B","gn","3g cephalosporins","UTI","global",4,3.6162508462086,1.83595145295812,5.3719335702185
"107","ARG","AMRO B","gn","carbapenems","UTI","global",2,9.85688062541123,0.527359541361874,18.8971471700546
"108","ARG","AMRO B","gp","glycopeptides","UTI","global",1,2.07097710477015,-51.0480368199799,54.7807239151984
"109","ARM","EURO B","gp","penicillins","B-J","income",1,12.8112819485768,-14.2822632550127,38.0434752664602
"110","ARM","EURO B","gn","3g cephalosporins","BSI","income",13,5.02049142505154,2.53664313333559,7.74531301132686
"111","ARM","EURO B","gn","carbapenems","BSI","income",3,-2.6744273171893,-15.3369202568996,9.78304951224995
"112","ARM","EURO B","gp","glycopeptides","BSI","wbregion",2,15.5412721154414,2.33044612442689,29.4047747550202
"113","ARM","EURO B","gp","penicillins","BSI","income",6,5.79257325274979,1.44932285246806,10.326220633293
"114","ARM","EURO B","gn","3g cephalosporins","COL/INF","income",6,9.6037881871125,6.65609825324724,12.2488666382603
"115","ARM","EURO B","gn","carbapenems","COL/INF","whoc",3,5.56559271524341,2.27596371533931,9.05394428175792
"116","ARM","EURO B","gp","glycopeptides","COL/INF","wbregion",1,11.0876212671329,-1.75950451244805,23.0699892381295
"117","ARM","EURO B","gp","penicillins","COL/INF","income",1,1.00286377955255,0.801339468663913,1.21721617508733
"118","ARM","EURO B","gn","3g cephalosporins","RTI","income",7,0.525899618933839,-2.7761623835431,3.76808532567952
"119","ARM","EURO B","gn","carbapenems","RTI","income",1,44.3618889151132,-40.9856224158188,127.968624538558
"120","ARM","EURO B","tb","mdr","RTI","wbregion",2,216.860161139201,-73.0402540687592,512.275529252168
"121","ARM","EURO B","gp","penicillins","RTI","income",3,1.42788267264176,-0.0832921770845876,2.79363408809999
"122","ARM","EURO B","gp","penicillins","SSI","global",2,7.68846092711952,4.38040595364688,11.1941318546972
"123","ARM","EURO B","gp","penicillins","SSTI","income",2,11.9645043099439,3.6904945626638,20.5316813998937
"124","ARM","EURO B","gn","3g cephalosporins","UTI","wbregion",1,4.09985070893513,3.69823176609611,4.5176170451176
"125","ARM","EURO B","gn","carbapenems","UTI","global",2,9.71638252528027,1.08873701963687,18.6022423270301
"126","ARM","EURO B","gp","glycopeptides","UTI","global",1,1.77930884186956,-47.8274488377984,50.4506433235188
"127","ATG","AMRO B","gp","penicillins","B-J","whoc",1,12.8154684743626,-16.1293383027416,41.0926355454886
"128","ATG","AMRO B","gn","3g cephalosporins","BSI","whoc",2,10.7235606349084,-0.606004600310335,21.5351096579523
"129","ATG","AMRO B","gn","carbapenems","BSI","whoc",2,0.605028633914845,-12.4249601244045,14.0150997393249
"130","ATG","AMRO B","gp","glycopeptides","BSI","income",14,7.36291781444133,4.94225719675716,9.8170398577042
"131","ATG","AMRO B","gp","penicillins","BSI","income",25,3.36453507402874,2.12681749695684,4.58821998680973
"132","ATG","AMRO B","gn","3g cephalosporins","COL/INF","whoc",4,11.0417282318627,5.30765062617551,16.7794687511358
"133","ATG","AMRO B","gn","carbapenems","COL/INF","whoc",1,3.12420222640583,-2.32032121897733,8.43825138185517
"134","ATG","AMRO B","gp","glycopeptides","COL/INF","income",7,5.14536005556669,-0.30234006980616,10.2259085363058
"135","ATG","AMRO B","gp","penicillins","COL/INF","whoc",1,0.996043178765426,0.80412847146112,1.20562670312228
"136","ATG","AMRO B","gn","3g cephalosporins","RTI","income",6,-1.09333030858237,-4.22797746262611,1.7835231439974
"137","ATG","AMRO B","gn","carbapenems","RTI","income",3,1.40692323696977,-8.29588791531561,11.0012279394832
"138","ATG","AMRO B","tb","mdr","RTI","income",3,143.946707290655,-93.9292466445568,376.849779021609
"139","ATG","AMRO B","gp","penicillins","RTI","income",12,2.52478999746414,0.557632276027215,4.42370227468894
"140","ATG","AMRO B","gp","penicillins","SSI","income",2,7.67407236992752,4.41823908034045,11.0816679839084
"141","ATG","AMRO B","gp","penicillins","SSTI","income",1,9.35424262147229,4.05304669290152,14.4714709469028
"142","ATG","AMRO B","gn","3g cephalosporins","UTI","income",4,3.63141968627167,1.70570681037025,5.42388473677023
"143","ATG","AMRO B","gn","carbapenems","UTI","income",2,9.75918618606713,-0.0539207796918827,19.1393011894975
"144","ATG","AMRO B","gp","glycopeptides","UTI","income",1,1.61178390005921,-48.8080746396683,52.4956526555416
"145","AUS","WPRO A","gp","penicillins","B-J","income",1,0.55831181972459,-5.93175365115256,7.34287665123092
"146","AUS","WPRO A","gn","3g cephalosporins","BSI","income",24,4.27114548855575,2.16478801978298,6.42390439874381
"147","AUS","WPRO A","gn","carbapenems","BSI","income",10,6.4053864800751,1.72243206478064,10.7199673752145
"148","AUS","WPRO A","gp","glycopeptides","BSI","whoc",1,4.99107286072726,-0.48824314466422,10.4979217751982
"149","AUS","WPRO A","gp","penicillins","BSI","whoc",3,2.91341230836219,1.15041934313173,4.6352794847071
"150","AUS","WPRO A","gn","3g cephalosporins","COL/INF","income",6,15.7811586407796,8.58617347099238,23.2380728457759
"151","AUS","WPRO A","gn","carbapenems","COL/INF","income",14,7.86395032352009,4.18447005181456,11.5640117574529
"152","AUS","WPRO A","gp","glycopeptides","COL/INF","income",7,5.22864007021204,-0.104724529462968,10.7351506003914
"153","AUS","WPRO A","gp","penicillins","COL/INF","income",13,1.33010580316195,0.976722504736946,1.70901027424503
"154","AUS","WPRO A","gn","3g cephalosporins","RTI","income",6,-1.00642100271666,-4.21070235760354,2.07458560422513
"155","AUS","WPRO A","gn","carbapenems","RTI","income",3,1.26192747873019,-8.65349763968921,10.9925854858288
"156","AUS","WPRO A","tb","mdr","RTI","whoc",1,13.2262603576517,-1.01230707294741,26.96878855839
"157","AUS","WPRO A","gp","penicillins","RTI","whoc",1,3.31316180015588,0.375595851229283,5.96097476114031
"158","AUS","WPRO A","gp","penicillins","SSI","income",2,7.58035053033231,4.36116094232907,10.8350406987088
"159","AUS","WPRO A","gp","penicillins","SSTI","income",1,9.18825556464668,3.87797591831607,14.4111752300805
"160","AUS","WPRO A","gn","3g cephalosporins","UTI","whoc",1,4.3162185780658,3.25864736957576,5.48624256678681
"161","AUS","WPRO A","gn","carbapenems","UTI","income",2,9.85552833241198,0.140574371935057,18.6522619988983
"162","AUS","WPRO A","gp","glycopeptides","UTI","income",1,1.84244177271004,-47.8432256526725,53.3689767397897
"163","AUT","EURO A","gp","penicillins","B-J","income",1,0.432804824630406,-6.05582498212465,6.70724345755118
"164","AUT","EURO A","gn","3g cephalosporins","BSI","whoc",13,4.31632871537751,1.66209576363474,7.20819647959114
"165","AUT","EURO A","gn","carbapenems","BSI","whoc",5,7.22068858525018,2.08241112192139,12.9155728651936
"166","AUT","EURO A","gp","glycopeptides","BSI","whoc",2,15.276893734308,1.78707499432145,27.8116256749695
"167","AUT","EURO A","gp","penicillins","BSI","whoc",6,3.12207644334089,-4.53889105104466,10.5678571769645
"168","AUT","EURO A","gn","3g cephalosporins","COL/INF","income",6,15.7904107916156,8.08652265396794,22.8321405460327
"169","AUT","EURO A","gn","carbapenems","COL/INF","whoc",1,6.01434924599506,-1.92897046464226,14.2202021608574
"170","AUT","EURO A","gp","glycopeptides","COL/INF","whoc",1,10.9668714037201,-1.60373288551818,23.5288733657694
"171","AUT","EURO A","gp","penicillins","COL/INF","whoc",2,10.9883837623242,10.1677510849904,11.8600033915082
"172","AUT","EURO A","gn","3g cephalosporins","RTI","income",6,-1.06886816690194,-4.30215994313937,2.18886319961667
"173","AUT","EURO A","gn","carbapenems","RTI","whoc",2,6.21176225560969,-3.39801142839687,15.8899842314518
"174","AUT","EURO A","tb","mdr","RTI","whoc",1,65.4836132823702,3.17962009885261,125.879768999409
"175","AUT","EURO A","gp","penicillins","RTI","whoc",3,12.4943465561198,6.74994418373198,18.6138959125554
"176","AUT","EURO A","gp","penicillins","SSI","income",2,7.59327262588616,4.30830786501399,10.9235061756524
"177","AUT","EURO A","gp","penicillins","SSTI","income",1,9.32223807945714,4.22137766062805,14.2300087258361
"178","AUT","EURO A","gn","3g cephalosporins","UTI","whoc",1,4.1012695710667,3.66601385112332,4.52917548068363
"179","AUT","EURO A","gn","carbapenems","UTI","whoc",1,6.07076418235461,-1.5071249945766,13.883909343381
"180","AUT","EURO A","gp","glycopeptides","UTI","income",1,1.17991261237677,-50.2892775625186,52.4550078256974
"181","AZE","EURO B","gp","penicillins","B-J","income",1,13.147991878633,-14.1838503790736,41.3770738564251
"182","AZE","EURO B","gn","3g cephalosporins","BSI","income",13,5.07505994402146,2.58512629724335,7.79070412340476
"183","AZE","EURO B","gn","carbapenems","BSI","income",3,-2.79286422116499,-15.5264850709053,10.3539445756102
"184","AZE","EURO B","gp","glycopeptides","BSI","wbregion",2,15.3662558297813,1.80890855316021,28.3969870770492
"185","AZE","EURO B","gp","penicillins","BSI","income",6,5.74395408615764,1.04315659187033,10.1104097474241
"186","AZE","EURO B","gn","3g cephalosporins","COL/INF","income",6,9.57867248332198,6.85883046954965,12.1634195803951
"187","AZE","EURO B","gn","carbapenems","COL/INF","whoc",3,5.6553419230632,2.25773797660993,9.2312697859647
"188","AZE","EURO B","gp","glycopeptides","COL/INF","wbregion",1,11.0008712949873,-1.66960777419998,23.2500651753392
"189","AZE","EURO B","gp","penicillins","COL/INF","income",1,1.00120660165823,0.803331822557805,1.19950459901933
"190","AZE","EURO B","gn","3g cephalosporins","RTI","income",7,0.460173842037455,-2.77962533977161,3.75258051770416
"191","AZE","EURO B","gn","carbapenems","RTI","income",1,45.2214383046171,-39.0985474888323,124.299970105215
"192","AZE","EURO B","tb","mdr","RTI","wbregion",2,212.713933301363,-87.9477053781119,503.542309161509
"193","AZE","EURO B","gp","penicillins","RTI","income",3,1.40333956098887,0.00277381048880576,2.9007799892717
"194","AZE","EURO B","gp","penicillins","SSI","global",2,7.55299678160947,4.0610695127148,10.9569115128541
"195","AZE","EURO B","gp","penicillins","SSTI","income",2,11.7185036828278,3.30548116717051,20.203982609053
"196","AZE","EURO B","gn","3g cephalosporins","UTI","wbregion",1,4.08838826026695,3.6269116453843,4.52598084627173
"197","AZE","EURO B","gn","carbapenems","UTI","global",2,9.77394416731686,-0.0894054991846365,19.3078784498126
"198","AZE","EURO B","gp","glycopeptides","UTI","global",1,2.32940342117109,-47.787946170692,54.3285808375294
"199","BDI","AFRO E","gp","penicillins","B-J","global",3,4.93579956854428,0.937349961688037,8.92863274150767
"200","BDI","AFRO E","gn","3g cephalosporins","BSI","global",29,5.01380419990685,3.24903885659238,6.97095937081112
"201","BDI","AFRO E","gn","carbapenems","BSI","global",13,5.76971891357132,1.35512329768888,9.68423463886935
"202","BDI","AFRO E","gp","glycopeptides","BSI","global",14,7.43674043367499,4.7738731017129,9.95705205537371
"203","BDI","AFRO E","gp","penicillins","BSI","whoc",1,18.9230740611767,15.0923593015411,22.6895159886745
"204","BDI","AFRO E","gn","3g cephalosporins","COL/INF","wbregion",1,4.00108737553985,3.59460661588572,4.3998139313926
"205","BDI","AFRO E","gn","carbapenems","COL/INF","global",21,6.32109233938756,3.91768613900463,8.82819690122379
"206","BDI","AFRO E","gp","glycopeptides","COL/INF","global",7,5.26999529887891,-0.0664382233226729,10.5719363599412
"207","BDI","AFRO E","gp","penicillins","COL/INF","global",14,1.31625373987441,0.979522122640477,1.63075752620338
"208","BDI","AFRO E","gn","3g cephalosporins","RTI","global",7,0.516696981721468,-3.00423348343926,3.82959269003116
"209","BDI","AFRO E","gn","carbapenems","RTI","global",4,2.14960309754799,-7.78631453206153,12.5171140405001
"210","BDI","AFRO E","tb","mdr","RTI","global",3,145.14057205268,-70.4243253854521,357.918251747812
"211","BDI","AFRO E","gp","penicillins","RTI","global",13,2.20975811221977,0.224206956865714,4.14875045011769
"212","BDI","AFRO E","gp","penicillins","SSI","global",2,7.66015841034425,4.30846502492007,11.0645788234636
"213","BDI","AFRO E","gp","penicillins","SSTI","global",2,12.0038145307933,3.38503795502999,20.7038809679147
"214","BDI","AFRO E","gn","3g cephalosporins","UTI","global",4,3.61062989183453,1.74342942139683,5.39484827670876
"215","BDI","AFRO E","gn","carbapenems","UTI","global",2,9.8091940890407,0.966376163241228,18.742421786394
"216","BDI","AFRO E","gp","glycopeptides","UTI","global",1,2.375674042695,-47.6035193784444,55.1287471648306
"217","BEL","EURO A","gp","penicillins","B-J","income",1,0.512434154631015,-6.0298828859109,7.01095429023594
"218","BEL","EURO A","gn","3g cephalosporins","BSI","whoc",13,4.29267979134925,1.43332536124352,7.23412681871796
"219","BEL","EURO A","gn","carbapenems","BSI","whoc",5,7.24985681041289,1.64636155601712,12.9203457062209
"220","BEL","EURO A","gp","glycopeptides","BSI","whoc",2,15.4253237418573,2.89844032242326,27.4542364117932
"221","BEL","EURO A","gp","penicillins","BSI","whoc",6,3.3556485079511,-4.1897663099085,11.2818654099238
"222","BEL","EURO A","gn","3g cephalosporins","COL/INF","income",6,15.8529266425709,8.68497266896056,22.8864558892029
"223","BEL","EURO A","gn","carbapenems","COL/INF","whoc",1,6.02098177703372,-2.16688777673242,14.1586650375167
"224","BEL","EURO A","gp","glycopeptides","COL/INF","whoc",1,11.1471755441879,-1.55495108848992,23.6577148717235
"225","BEL","EURO A","gp","penicillins","COL/INF","whoc",2,11.0118214919322,10.1774530173976,11.8618311608402
"226","BEL","EURO A","gn","3g cephalosporins","RTI","income",6,-1.02770329272891,-4.15013076022366,1.98151150322514
"227","BEL","EURO A","gn","carbapenems","RTI","whoc",2,6.29507842615289,-2.99934404163351,15.5361751032779
"228","BEL","EURO A","tb","mdr","RTI","whoc",1,66.1856333399152,10.4853087357877,125.867501064234
"229","BEL","EURO A","gp","penicillins","RTI","whoc",3,12.5238615759352,6.70977117748534,18.5948770070812
"230","BEL","EURO A","gp","penicillins","SSI","income",2,7.51915081963717,4.37354905378261,10.8628024218735
"231","BEL","EURO A","gp","penicillins","SSTI","income",1,9.32837587669305,4.04865361782409,14.615798651586
"232","BEL","EURO A","gn","3g cephalosporins","UTI","whoc",1,4.10517169681804,3.68318979320034,4.4947193185007
"233","BEL","EURO A","gn","carbapenems","UTI","whoc",1,6.101814537357,-0.99506218338183,13.5047898840308
"234","BEL","EURO A","gp","glycopeptides","UTI","income",1,1.7519899681273,-48.9114123530438,52.287245668163
"235","BEN","AFRO D","gp","penicillins","B-J","global",3,4.76753795620507,0.774769002438375,8.60794893079228
"236","BEN","AFRO D","gn","3g cephalosporins","BSI","global",29,5.01958220144243,3.18776785105791,6.92264433399886
"237","BEN","AFRO D","gn","carbapenems","BSI","global",13,5.6169367887549,1.46406520656813,9.76786422306626
"238","BEN","AFRO D","gp","glycopeptides","BSI","global",14,7.41890782644804,4.96464532612814,9.81055992364096
"239","BEN","AFRO D","gp","penicillins","BSI","wbregion",1,19.086150694862,15.365191056132,22.7492037956672
"240","BEN","AFRO D","gn","3g cephalosporins","COL/INF","whoc",1,3.99688372659579,3.60441843901035,4.39762477507302
"241","BEN","AFRO D","gn","carbapenems","COL/INF","global",21,6.32985408324543,4.10631106915123,8.72838056056614
"242","BEN","AFRO D","gp","glycopeptides","COL/INF","global",7,5.21396210576096,-0.548376701377643,10.5208140195096
"243","BEN","AFRO D","gp","penicillins","COL/INF","global",14,1.32117776770019,1.02356112272149,1.64022014969713
"244","BEN","AFRO D","gn","3g cephalosporins","RTI","global",7,0.535838395719953,-2.72328755540692,4.11850595364981
"245","BEN","AFRO D","gn","carbapenems","RTI","global",4,2.11845609802932,-7.63572920709659,12.3500252560178
"246","BEN","AFRO D","tb","mdr","RTI","global",3,150.634463746107,-59.524085792194,365.480193925003
"247","BEN","AFRO D","gp","penicillins","RTI","global",13,2.16089847105943,0.128799832799219,4.04013262443689
"248","BEN","AFRO D","gp","penicillins","SSI","global",2,7.51138189696394,4.23087168579152,10.8138754710746
"249","BEN","AFRO D","gp","penicillins","SSTI","global",2,11.8876374123495,3.2595218023375,19.7952069736252
