"","Country (ISO3 Code)","WHO-CHOICE Region","Gram stain","Antibiotic Class","Syndrome","Regional Level of MA for LOS","Number of Studies in MA for LOS","Mean Excess LOS","Low 95% UI Bound Excess LOS","High 95% UI Bound Excess LOS"
"18","AGO","AFRO D","gn","carbapenems","COL/INF","global",9,9.91629509864806,7.01326449263055,12.7312049607834
"19","AGO","AFRO D","gp","glycopeptides","COL/INF","global",3,10.4480436502253,0.368661347012899,19.9007858759191
"20","AGO","AFRO D","gp","penicillins","COL/INF","global",7,16.4034561700156,12.8453029169221,19.7363308809742
"21","AGO","AFRO D","gp","glycopeptides","IAI","global",1,2.58558809695486,-0.0402283936293811,5.23515528180306
"22","AGO","AFRO D","gn","carbapenems","RTI","global",1,20.6662470439101,-64.0683821565442,101.552539802122
"23","AGO","AFRO D","gp","penicillins","SSI","global",3,17.3658230412913,11.4428592247025,24.1067853522063
"24","AGO","AFRO D","gp","penicillins","SSTI","global",1,18.9080973280822,6.54945281141703,31.3771928981337
"25","ALB","EURO B","gn","3g cephalosporins","BSI","income",2,7.93016598224918,6.66008365025147,9.09892115544899
"26","ALB","EURO B","gn","carbapenems","BSI","income",1,32.3233757651101,0.852422862223512,64.5348473353723
"27","ALB","EURO B","gp","glycopeptides","BSI","global",3,13.9011760599768,7.35390289934429,20.3325446600099
"28","ALB","EURO B","gp","penicillins","BSI","income",2,11.2127155498724,8.29023509113338,14.0786090992127
"29","ALB","EURO B","gn","3g cephalosporins","COL/INF","income",3,17.8051597745314,1.46355777280222,33.4665493192711
"30","ALB","EURO B","gn","carbapenems","COL/INF","income",1,6.66355506256196,6.20786402023776,7.13439459862301
"31","ALB","EURO B","gp","glycopeptides","COL/INF","global",3,10.1933121210203,-0.871766494265124,20.9584125836524
"32","ALB","EURO B","gp","penicillins","COL/INF","wbregion",2,9.16817549461503,4.0522044508189,13.9256486420229
"33","ALB","EURO B","gp","glycopeptides","IAI","global",1,2.57747186964363,-0.117584737240302,5.18876716803971
"34","ALB","EURO B","gn","carbapenems","RTI","income",1,21.9788071346393,-60.2362673682198,105.735097539064
"35","ALB","EURO B","gp","penicillins","SSI","wbregion",1,11.0759895588668,3.16538143899554,19.5313589814951
"36","ALB","EURO B","gp","penicillins","SSTI","wbregion",1,18.7486601638065,6.47590651378515,31.2575479648875
"37","AND","EURO A","gn","3g cephalosporins","BSI","whoc",1,9.43101102723377,0.250856993554447,18.4065024070092
"38","AND","EURO A","gn","carbapenems","BSI","whoc",2,10.0642775464686,-2.07243258155523,23.7988765085944
"39","AND","EURO A","gp","glycopeptides","BSI","income",3,13.9319649030602,7.46428063678901,20.3983641409243
"40","AND","EURO A","gp","penicillins","BSI","whoc",2,19.0698419684743,7.24861484756748,31.0497667947809
"41","AND","EURO A","gn","3g cephalosporins","COL/INF","whoc",1,1.02928351864222,-2.74588736247727,4.92052169401321
"42","AND","EURO A","gn","carbapenems","COL/INF","whoc",5,8.2087649425748,-6.53614904937491,22.4751987212219
"43","AND","EURO A","gp","glycopeptides","COL/INF","income",3,10.6494358043469,0.126956923791846,21.4417051939112
"44","AND","EURO A","gp","penicillins","COL/INF","whoc",2,9.22721613446983,4.20621253408896,13.9522630001576
"45","AND","EURO A","gp","glycopeptides","IAI","income",1,2.60494258522168,-0.0749539324089908,5.27607320319466
"46","AND","EURO A","gn","carbapenems","RTI","global",1,23.0346277517557,-59.5064668398856,104.482241236707
"47","AND","EURO A","gp","penicillins","SSI","whoc",1,11.1130753429463,3.02669055666571,19.7897561443516
"48","AND","EURO A","gp","penicillins","SSTI","whoc",1,18.768840344872,6.53269238935823,31.8619532303482
"49","ARE","EMRO E","gn","3g cephalosporins","BSI","income",3,7.95509792214389,6.65235971217994,9.19669283929331
"50","ARE","EMRO E","gn","carbapenems","BSI","income",3,9.33381329632917,2.97224844052798,15.7631683311915
"51","ARE","EMRO E","gp","glycopeptides","BSI","income",3,13.9706507280247,7.42494008936946,20.7268481975987
"52","ARE","EMRO E","gp","penicillins","BSI","income",5,11.855216216954,9.87046045173386,13.8033550895989
"53","ARE","EMRO E","gn","3g cephalosporins","COL/INF","income",1,1.16240525160825,-2.50330553438903,4.9841760343794
"54","ARE","EMRO E","gn","carbapenems","COL/INF","whoc",1,6.6597640198495,6.18059273063444,7.1313681154002
"55","ARE","EMRO E","gp","glycopeptides","COL/INF","income",3,10.5936947968971,-0.192566204983254,21.7135666435241
"56","ARE","EMRO E","gp","penicillins","COL/INF","income",7,16.495361731982,13.1218617169561,20.243570588063
"57","ARE","EMRO E","gp","glycopeptides","IAI","income",1,2.55139523407739,-0.0515490851353076,5.37258482268065
"58","ARE","EMRO E","gn","carbapenems","RTI","global",1,21.7554284801365,-63.5573589648662,102.798407656995
"59","ARE","EMRO E","gp","penicillins","SSI","income",3,17.5448721851048,11.2357450149909,23.8166324272229
"60","ARE","EMRO E","gp","penicillins","SSTI","income",1,18.7944148375548,5.89424400783841,31.3020446244615
"61","ARG","AMRO B","gn","3g cephalosporins","BSI","income",2,7.89334621214549,6.74198869292022,9.111299978935
"62","ARG","AMRO B","gn","carbapenems","BSI","income",1,33.1459531978559,0.427508932028732,65.8197818221147
"63","ARG","AMRO B","gp","glycopeptides","BSI","global",3,13.7173640457301,6.98316652218798,19.9450285707823
"64","ARG","AMRO B","gp","penicillins","BSI","income",2,11.2093937172072,8.55975758864541,13.8879272256332
"65","ARG","AMRO B","gn","3g cephalosporins","COL/INF","income",3,17.7818983234176,1.98532426909955,33.1347668530253
"66","ARG","AMRO B","gn","carbapenems","COL/INF","income",1,6.66876533755432,6.21805920977412,7.12345914063728
"67","ARG","AMRO B","gp","glycopeptides","COL/INF","global",3,10.6389591003916,0.279112174283739,21.1082982206685
"68","ARG","AMRO B","gp","penicillins","COL/INF","global",7,16.4758818218295,13.156347463673,19.9599088744071
"69","ARG","AMRO B","gp","glycopeptides","IAI","global",1,2.61060650912321,0.0149632024911619,5.22773414380549
"70","ARG","AMRO B","gn","carbapenems","RTI","income",1,19.860984917244,-60.8654419530593,104.978376084405
"71","ARG","AMRO B","gp","penicillins","SSI","global",3,17.3568469549795,11.4985524936656,23.5708523160048
"72","ARG","AMRO B","gp","penicillins","SSTI","global",1,18.6542410422692,7.25706786669593,30.7012806141148
"73","ARM","EURO B","gn","3g cephalosporins","BSI","income",2,7.90117382300623,6.72701591505515,8.99466598494073
"74","ARM","EURO B","gn","carbapenems","BSI","income",1,32.6482516898714,2.26789310895548,64.4753357358659
"75","ARM","EURO B","gp","glycopeptides","BSI","global",3,13.9396920098187,7.87078291069128,20.4983845801496
"76","ARM","EURO B","gp","penicillins","BSI","income",2,11.2791598379528,8.52169047278741,13.9351080290395
"77","ARM","EURO B","gn","3g cephalosporins","COL/INF","income",3,17.9507646269148,2.12836350763392,32.9722038536727
"78","ARM","EURO B","gn","carbapenems","COL/INF","income",1,6.66662447704795,6.21203736419382,7.14653519671814
"79","ARM","EURO B","gp","glycopeptides","COL/INF","global",3,10.7089738874658,0.838688796310367,20.5409380277198
"80","ARM","EURO B","gp","penicillins","COL/INF","wbregion",2,9.21015501014096,4.19809262212865,13.848294169972
"81","ARM","EURO B","gp","glycopeptides","IAI","global",1,2.55451638876615,0.0109196537809651,5.1112521114627
"82","ARM","EURO B","gn","carbapenems","RTI","income",1,20.0207548769412,-59.9339329640403,108.429997991037
"83","ARM","EURO B","gp","penicillins","SSI","wbregion",1,11.2074258503821,3.00249444639443,19.3730987851294
"84","ARM","EURO B","gp","penicillins","SSTI","wbregion",1,18.8793255395484,5.85532542301352,31.0773475409845
"85","ATG","AMRO B","gn","3g cephalosporins","BSI","income",3,7.9278422895485,6.68462013186673,9.14238833678973
"86","ATG","AMRO B","gn","carbapenems","BSI","income",3,9.40391546900456,3.26366722496933,15.7304399769065
"87","ATG","AMRO B","gp","glycopeptides","BSI","income",3,14.0450587233584,7.13544647250049,20.8151980420808
"88","ATG","AMRO B","gp","penicillins","BSI","income",5,11.8226860392998,9.84810888859762,13.7432986814095
"89","ATG","AMRO B","gn","3g cephalosporins","COL/INF","income",1,1.0566728372579,-2.5664433612873,4.88149334336486
"90","ATG","AMRO B","gn","carbapenems","COL/INF","income",8,12.7436212909653,2.59201236462828,22.653704546599
"91","ATG","AMRO B","gp","glycopeptides","COL/INF","income",3,10.5621761896387,0.211341434467162,21.3559511071726
"92","ATG","AMRO B","gp","penicillins","COL/INF","income",7,16.3787573053415,12.7531895231799,19.6217247477742
"93","ATG","AMRO B","gp","glycopeptides","IAI","income",1,2.63164474678724,-0.103668323126581,5.35951949452556
"94","ATG","AMRO B","gn","carbapenems","RTI","global",1,22.357659604135,-56.1014025252811,104.992743201043
"95","ATG","AMRO B","gp","penicillins","SSI","income",3,17.3724940597812,10.5845167645451,23.3540437547127
"96","ATG","AMRO B","gp","penicillins","SSTI","income",1,18.6918209655219,5.58616670499447,30.4983850887959
"97","AUS","WPRO A","gn","3g cephalosporins","BSI","income",3,7.93465770920214,6.77302984912916,9.14899669578311
"98","AUS","WPRO A","gn","carbapenems","BSI","income",3,9.27264517874324,3.09041789912083,15.5910621893036
"99","AUS","WPRO A","gp","glycopeptides","BSI","income",3,13.9345115155891,7.50397336631566,20.7517111947706
"100","AUS","WPRO A","gp","penicillins","BSI","income",5,11.7955000983789,9.99240097472765,13.734693880479
"101","AUS","WPRO A","gn","3g cephalosporins","COL/INF","income",1,1.07157417639324,-2.89666771000291,5.09252287331778
"102","AUS","WPRO A","gn","carbapenems","COL/INF","income",8,12.8399407117328,3.47292825654273,22.2715971197466
"103","AUS","WPRO A","gp","glycopeptides","COL/INF","income",3,10.6050407746709,-0.276128052147969,21.1198209491342
"104","AUS","WPRO A","gp","penicillins","COL/INF","whoc",1,17.6732601299517,16.1978389030133,19.2301301107165
"105","AUS","WPRO A","gp","glycopeptides","IAI","income",1,2.59403096248411,-0.274230353638396,5.44103017269952
"106","AUS","WPRO A","gn","carbapenems","RTI","wbregion",1,22.1282348370592,-63.1694753657577,103.735304530771
"107","AUS","WPRO A","gp","penicillins","SSI","income",3,17.4024999202798,10.9013510066739,24.2672436063724
"108","AUS","WPRO A","gp","penicillins","SSTI","income",1,18.7215995814721,6.60725503848245,31.5259266205211
"109","AUT","EURO A","gn","3g cephalosporins","BSI","whoc",1,9.22290914935293,0.498699961458777,17.6591301698862
"110","AUT","EURO A","gn","carbapenems","BSI","whoc",2,10.3678245892927,-2.64105367500218,23.4987457489385
"111","AUT","EURO A","gp","glycopeptides","BSI","income",3,13.9174651904245,7.7201536394476,20.2318162457761
"112","AUT","EURO A","gp","penicillins","BSI","whoc",2,19.2616280456283,7.53073159272331,31.3139682016449
"113","AUT","EURO A","gn","3g cephalosporins","COL/INF","whoc",1,1.06386287295654,-2.93282599403806,5.05109894169774
"114","AUT","EURO A","gn","carbapenems","COL/INF","whoc",5,7.67654054265571,-7.96477700971376,23.8170119833914
"115","AUT","EURO A","gp","glycopeptides","COL/INF","income",3,10.5925023810999,0.0125897142479139,21.151664512452
"116","AUT","EURO A","gp","penicillins","COL/INF","whoc",2,9.20531261946954,4.53827368857736,13.8102510943643
"117","AUT","EURO A","gp","glycopeptides","IAI","income",1,2.53420869546055,-0.182021902210702,5.24597777810471
"118","AUT","EURO A","gn","carbapenems","RTI","global",1,20.6923575408902,-63.5015341481504,116.508431974644
"119","AUT","EURO A","gp","penicillins","SSI","whoc",1,11.3521038438164,2.50926652456237,19.414323636357
"120","AUT","EURO A","gp","penicillins","SSTI","whoc",1,19.0014134725945,6.22088732937317,32.2450696755072
"121","AZE","EURO B","gn","3g cephalosporins","BSI","income",2,7.91576588263115,6.73128085180152,9.13913475478719
"122","AZE","EURO B","gn","carbapenems","BSI","income",1,33.1210269226631,0.570843547392294,64.4880196730247
"123","AZE","EURO B","gp","glycopeptides","BSI","global",3,13.9446773201572,7.32644191175602,20.4433812135488
"124","AZE","EURO B","gp","penicillins","BSI","income",2,11.17507597529,8.41310828314347,14.0496269544998
"125","AZE","EURO B","gn","3g cephalosporins","COL/INF","income",3,18.2888117566979,1.46264519285813,35.3771614600454
"126","AZE","EURO B","gn","carbapenems","COL/INF","income",1,6.66085932994167,6.2085683307047,7.12795658894853
"127","AZE","EURO B","gp","glycopeptides","COL/INF","global",3,10.5794311768293,0.204545393052116,20.4112351905899
"128","AZE","EURO B","gp","penicillins","COL/INF","wbregion",2,9.33335785365886,4.29988042098241,13.8591681642365
"129","AZE","EURO B","gp","glycopeptides","IAI","global",1,2.50417001428242,0.0166152242323811,5.2538933332606
"130","AZE","EURO B","gn","carbapenems","RTI","income",1,20.8313733636492,-71.0934020317359,100.258629395432
"131","AZE","EURO B","gp","penicillins","SSI","wbregion",1,11.0862255436803,3.42529110816428,20.2010637317364
"132","AZE","EURO B","gp","penicillins","SSTI","wbregion",1,18.907235222223,6.14761330485767,31.322552142285
"133","BDI","AFRO E","gn","3g cephalosporins","BSI","global",3,7.96603091384164,6.72289812594535,9.20741753164458
"134","BDI","AFRO E","gn","carbapenems","BSI","global",4,10.2755870213349,3.6401545546686,16.7844883185664
"135","BDI","AFRO E","gp","glycopeptides","BSI","global",3,13.9713302401404,7.59325353659112,20.4438424800943
"136","BDI","AFRO E","gp","penicillins","BSI","global",5,11.7769080583823,9.94423676022077,13.668860933668
"137","BDI","AFRO E","gn","3g cephalosporins","COL/INF","whoc",1,30.7274751046148,21.1047058928445,40.5827458068357
"138","BDI","AFRO E","gn","carbapenems","COL/INF","global",9,9.9815935843108,6.92615780486613,12.9538542647411
"139","BDI","AFRO E","gp","glycopeptides","COL/INF","global",3,10.7314314463502,0.0523338050175704,21.1546117983435
"140","BDI","AFRO E","gp","penicillins","COL/INF","global",7,16.3777299495433,12.8183701095688,19.6998100427938
"141","BDI","AFRO E","gp","glycopeptides","IAI","global",1,2.52721750384069,-0.195379191359958,5.22646647342481
"142","BDI","AFRO E","gn","carbapenems","RTI","global",1,22.8088579736696,-52.755159303183,102.063981594594
"143","BDI","AFRO E","gp","penicillins","SSI","global",3,17.4070972479526,11.1479700976697,24.2101764995211
"144","BDI","AFRO E","gp","penicillins","SSTI","global",1,19.0847153275462,6.69766764993508,31.587313173348
"145","BEL","EURO A","gn","3g cephalosporins","BSI","whoc",1,9.3299738075484,0.533580094997222,18.0674809181771
"146","BEL","EURO A","gn","carbapenems","BSI","whoc",2,10.2628346946708,-3.29539822097307,23.0565632976065
"147","BEL","EURO A","gp","glycopeptides","BSI","income",3,14.1229431038054,7.72862429600149,20.620621065373
"148","BEL","EURO A","gp","penicillins","BSI","whoc",2,19.3148635111492,7.53085285832437,31.7162931079001
"149","BEL","EURO A","gn","3g cephalosporins","COL/INF","whoc",1,1.03223198241776,-3.02961111756565,5.10218712356913
"150","BEL","EURO A","gn","carbapenems","COL/INF","whoc",5,8.1106974219958,-7.01820891952671,22.5622297787776
"151","BEL","EURO A","gp","glycopeptides","COL/INF","income",3,10.5444100027009,0.246617948664167,20.3870263390507
"152","BEL","EURO A","gp","penicillins","COL/INF","whoc",2,9.07643036302009,4.47203362060966,13.9369736993585
"153","BEL","EURO A","gp","glycopeptides","IAI","income",1,2.60222891157842,-0.153131995570117,5.42331522122983
"154","BEL","EURO A","gn","carbapenems","RTI","global",1,20.5912307465315,-60.9576461612076,108.029528509499
"155","BEL","EURO A","gp","penicillins","SSI","whoc",1,11.1427002060724,3.65769496696813,19.5268734364219
"156","BEL","EURO A","gp","penicillins","SSTI","whoc",1,18.5906253918435,6.78660386695506,30.2172700483999
"157","BEN","AFRO D","gn","3g cephalosporins","BSI","global",3,7.91371775554036,6.67235110372346,9.10771574749198
"158","BEN","AFRO D","gn","carbapenems","BSI","global",4,10.3672839572876,3.84459383169525,16.8094050682246
"159","BEN","AFRO D","gp","glycopeptides","BSI","global",3,14.0730797987894,7.41038698108784,20.346909498271
"160","BEN","AFRO D","gp","penicillins","BSI","global",5,11.840020641063,9.86373048232129,13.8343339990465
"161","BEN","AFRO D","gn","3g cephalosporins","COL/INF","whoc",1,7.89537649152502,7.09398444650793,8.7402724132318
"162","BEN","AFRO D","gn","carbapenems","COL/INF","global",9,10.083803567424,7.06480865469064,13.0728731411285
"163","BEN","AFRO D","gp","glycopeptides","COL/INF","global",3,10.6279376571338,-0.203904538188738,21.2883976732576
"164","BEN","AFRO D","gp","penicillins","COL/INF","global",7,16.3145027416196,12.860998158015,19.5356318303287
"165","BEN","AFRO D","gp","glycopeptides","IAI","global",1,2.65326010985291,0.00675166624701373,5.40196285262119
"166","BEN","AFRO D","gn","carbapenems","RTI","global",1,21.6127433862126,-58.659735868597,104.181559833481
"167","BEN","AFRO D","gp","penicillins","SSI","global",3,17.4006289036899,11.1186118430602,23.323935873568
"168","BEN","AFRO D","gp","penicillins","SSTI","global",1,19.0098028724309,6.28426859644278,31.9995665203192
"169","BFA","AFRO D","gn","3g cephalosporins","BSI","global",3,7.92887762761587,6.71859758277993,9.10142849186167
"170","BFA","AFRO D","gn","carbapenems","BSI","global",4,10.2268020854306,3.39749462276296,16.8922051050687
"171","BFA","AFRO D","gp","glycopeptides","BSI","global",3,14.0357530031713,7.73945629950793,20.1582654798345
"172","BFA","AFRO D","gp","penicillins","BSI","global",5,11.8220649596263,10.0024547031979,13.7081908931108
"173","BFA","AFRO D","gn","3g cephalosporins","COL/INF","whoc",1,7.9151772383766,7.11051740616143,8.7107142129197
"174","BFA","AFRO D","gn","carbapenems","COL/INF","global",9,9.98864844432391,7.33153972177589,12.9187972079734
"175","BFA","AFRO D","gp","glycopeptides","COL/INF","global",3,10.4298897366317,0.427142568534896,21.128297732135
"176","BFA","AFRO D","gp","penicillins","COL/INF","global",7,16.4802413133379,12.9610792845502,19.9499020143457
"177","BFA","AFRO D","gp","glycopeptides","IAI","global",1,2.63160088981864,-0.246730482963823,5.26377826220359
"178","BFA","AFRO D","gn","carbapenems","RTI","global",1,21.0393676166422,-55.9376248552178,99.6616323492181
"179","BFA","AFRO D","gp","penicillins","SSI","global",3,17.4782893507038,11.1782630435984,23.4983901768343
"180","BFA","AFRO D","gp","penicillins","SSTI","global",1,18.8257477168464,6.36271834010348,32.5255683055206
"181","BGD","SEARO D","gn","3g cephalosporins","BSI","global",3,7.93381391571672,6.74616976527704,9.18868442914515
"182","BGD","SEARO D","gn","carbapenems","BSI","global",4,10.3005069226588,3.84657635335163,16.2663932503688
"183","BGD","SEARO D","gp","glycopeptides","BSI","global",3,13.9071002893286,7.12304475232578,20.5877943694197
"184","BGD","SEARO D","gp","penicillins","BSI","global",5,11.8296708983487,9.87389325638785,13.7137538660771
"185","BGD","SEARO D","gn","3g cephalosporins","COL/INF","income",1,7.90104937929178,7.06869433352119,8.69352627030749
"186","BGD","SEARO D","gn","carbapenems","COL/INF","global",9,9.95260635089606,6.71096794571644,13.0683221749863
"187","BGD","SEARO D","gp","glycopeptides","COL/INF","global",3,10.6588247911714,0.564363422277244,20.6247179442982
"188","BGD","SEARO D","gp","penicillins","COL/INF","global",7,16.3279083756288,12.9975615903209,19.548760757589
"189","BGD","SEARO D","gp","glycopeptides","IAI","global",1,2.60077676710629,-0.1494069312383,5.36945969063791
"190","BGD","SEARO D","gn","carbapenems","RTI","global",1,18.9716167138242,-67.9825216993932,104.546859375745
"191","BGD","SEARO D","gp","penicillins","SSI","global",3,17.6213681634768,10.8266867976688,23.9986134030945
"192","BGD","SEARO D","gp","penicillins","SSTI","global",1,18.7184850939229,6.16621241084629,30.9471507067615
"193","BGR","EURO B","gn","3g cephalosporins","BSI","income",2,7.92733030645726,6.7466852746816,9.08746282420211
"194","BGR","EURO B","gn","carbapenems","BSI","income",1,33.2827699067946,1.16541071100973,64.4326094170268
"195","BGR","EURO B","gp","glycopeptides","BSI","global",3,14.006375100928,7.44307340216823,20.2327800204876
"196","BGR","EURO B","gp","penicillins","BSI","income",2,11.2259244647703,8.38708469658122,13.9085178496093
"197","BGR","EURO B","gn","3g cephalosporins","COL/INF","income",3,17.9032254221677,2.96397573478927,34.1895664730282
"198","BGR","EURO B","gn","carbapenems","COL/INF","income",1,6.67536453049081,6.19108845703647,7.15172127456452
"199","BGR","EURO B","gp","glycopeptides","COL/INF","global",3,10.4479024594995,0.532932779347098,20.3321713293017
"200","BGR","EURO B","gp","penicillins","COL/INF","wbregion",2,9.27018190047717,4.26403122879354,14.0938571676527
"201","BGR","EURO B","gp","glycopeptides","IAI","global",1,2.61843162797596,-0.141948489561506,5.4064983844938
"202","BGR","EURO B","gn","carbapenems","RTI","income",1,22.8920461311543,-55.2094397494878,106.529123477974
"203","BGR","EURO B","gp","penicillins","SSI","wbregion",1,11.0522356363764,3.01028661218902,19.3935006449391
"204","BGR","EURO B","gp","penicillins","SSTI","wbregion",1,18.744042749758,6.27139928040798,31.136170832458
"205","BHR","EMRO E","gn","3g cephalosporins","BSI","income",3,7.94026968445943,6.7342715957226,9.11697394420979
"206","BHR","EMRO E","gn","carbapenems","BSI","income",3,9.19489254010443,3.01123921686721,15.3251806893025
"207","BHR","EMRO E","gp","glycopeptides","BSI","income",3,13.8494182253651,7.17129335183012,20.5584398794692
"208","BHR","EMRO E","gp","penicillins","BSI","income",5,11.7990606789366,9.77243491677524,13.765584388028
"209","BHR","EMRO E","gn","3g cephalosporins","COL/INF","income",1,1.15049911698988,-2.73715597308775,5.16300398354166
"210","BHR","EMRO E","gn","carbapenems","COL/INF","whoc",1,6.66179085181285,6.18436086447073,7.13525956432541
"211","BHR","EMRO E","gp","glycopeptides","COL/INF","income",3,10.7988772306162,0.230827467184044,21.1200366632379
"212","BHR","EMRO E","gp","penicillins","COL/INF","income",7,16.42981333079,13.100685835246,19.8314050761956
"213","BHR","EMRO E","gp","glycopeptides","IAI","income",1,2.56279764449392,-0.0155901046791943,5.11342470985987
"214","BHR","EMRO E","gn","carbapenems","RTI","global",1,19.2078739566295,-58.6913028582392,104.278915413971
"215","BHR","EMRO E","gp","penicillins","SSI","income",3,17.5202328827642,11.6775517811997,23.8024508203517
"216","BHR","EMRO E","gp","penicillins","SSTI","income",1,19.0778971299212,6.31141835930358,31.9615698559421
"217","BHS","AMRO B","gn","3g cephalosporins","BSI","income",3,7.92527406482668,6.69363700620367,9.09272117080162
"218","BHS","AMRO B","gn","carbapenems","BSI","income",3,9.37649910705973,3.41011705189166,15.6584977247597
"219","BHS","AMRO B","gp","glycopeptides","BSI","income",3,13.8479574255851,7.40394426904805,20.3648242133827
"220","BHS","AMRO B","gp","penicillins","BSI","income",5,11.837718961247,9.75192816937903,13.7895950818014
"221","BHS","AMRO B","gn","3g cephalosporins","COL/INF","income",1,1.08511493186976,-3.10299332039508,5.09831467287855
"222","BHS","AMRO B","gn","carbapenems","COL/INF","income",8,12.7010475648154,3.05523475514842,22.1734372471176
"223","BHS","AMRO B","gp","glycopeptides","COL/INF","income",3,10.6486472381826,-0.514681120315805,21.2819534791737
"224","BHS","AMRO B","gp","penicillins","COL/INF","income",7,16.4255332699693,12.9407509541518,19.9673138725158
"225","BHS","AMRO B","gp","glycopeptides","IAI","income",1,2.58726202988169,-0.183504452636946,5.38418587633702
"226","BHS","AMRO B","gn","carbapenems","RTI","global",1,22.5548500501529,-57.4936260197525,106.359633847557
"227","BHS","AMRO B","gp","penicillins","SSI","income",3,17.3148209874032,10.9071487631814,23.6806645177802
"228","BHS","AMRO B","gp","penicillins","SSTI","income",1,18.9452777902231,5.15835568766899,31.5736719097744
"229","BIH","EURO B","gn","3g cephalosporins","BSI","income",2,7.90837446008833,6.7462320210804,9.13391053290258
"230","BIH","EURO B","gn","carbapenems","BSI","income",1,32.1191205405644,0.808593564233999,64.1156648206087
"231","BIH","EURO B","gp","glycopeptides","BSI","global",3,13.8012223579335,7.74052710834622,19.8001602810839
"232","BIH","EURO B","gp","penicillins","BSI","income",2,11.1151005963239,8.28188444623781,13.9963270893669
"233","BIH","EURO B","gn","3g cephalosporins","COL/INF","income",3,17.5240394174254,2.01276551347084,32.3819220707344
"234","BIH","EURO B","gn","carbapenems","COL/INF","income",1,6.67268194394231,6.22571735499653,7.11615756264789
"235","BIH","EURO B","gp","glycopeptides","COL/INF","global",3,10.7626665689346,-0.0569414169872762,21.0626549087889
"236","BIH","EURO B","gp","penicillins","COL/INF","wbregion",2,9.20755218064942,4.60678405523471,14.0715442091981
"237","BIH","EURO B","gp","glycopeptides","IAI","global",1,2.60872396702627,-0.0710126277742302,5.31898415591974
"238","BIH","EURO B","gn","carbapenems","RTI","income",1,20.9069909713616,-57.6769597986351,104.672613799723
"239","BIH","EURO B","gp","penicillins","SSI","wbregion",1,11.2703669301607,2.87060476753185,19.531223601412
"240","BIH","EURO B","gp","penicillins","SSTI","wbregion",1,18.8173571298879,6.54535736046575,31.0576945536418
"241","BLR","EURO C","gn","3g cephalosporins","BSI","income",2,7.89474979255799,6.72160505017884,9.15283916409698
"242","BLR","EURO C","gn","carbapenems","BSI","income",1,32.9437649427571,0.790178978462878,65.8806510282833
"243","BLR","EURO C","gp","glycopeptides","BSI","global",3,13.9052656485645,7.8390476362919,20.2224605829367
"244","BLR","EURO C","gp","penicillins","BSI","income",2,11.1677651818066,8.37227430415713,14.0109285475587
"245","BLR","EURO C","gn","3g cephalosporins","COL/INF","income",3,18.0501395291546,2.25898814446314,33.9031169564469
"246","BLR","EURO C","gn","carbapenems","COL/INF","income",1,6.66495776700054,6.20713700553296,7.10586011473358
"247","BLR","EURO C","gp","glycopeptides","COL/INF","global",3,10.8726542632438,0.508630225779555,20.5788072793863
"248","BLR","EURO C","gp","penicillins","COL/INF","wbregion",2,9.11106370154866,4.4059050691479,13.8602045342852
"249","BLR","EURO C","gp","glycopeptides","IAI","global",1,2.62213393237349,0.0035012070928806,5.18497044026182
