"","iso3c","year","country.x","who.region","whoc.region","wb.region","Income.group","missing_flag.x","basecase_Y.2019usd","basecase_Y_PC.2019usd","missing_flag.y","sc1_ecoli_Y.2019usd","sc1_ecoli_Y_PC.2019usd","missing_flag.x.x","sc2_ecoli_Y.2019usd","sc2_ecoli_Y_PC.2019usd","missing_flag.y.y","sc1_saureus_Y.2019usd","sc1_saureus_Y_PC.2019usd","missing_flag","sc2_saureus_Y.2019usd","sc2_saureus_Y_PC.2019usd"
"12","AFG",2030,"AFG","EMRO","EMRO D","South Asia","Low income",1,38221235917.3376,794.719422741664,1,38220503380.3739,794.718816984427,1,38219016108.2828,794.717587043543,1,38220804516.8811,794.719066035842,1,38219797915.7835,794.718233691512
"13","AFG",2031,"AFG","EMRO","EMRO D","South Asia","Low income",1,40233199917.2988,821.085712597934,1,40232429631.8917,821.085036548869,1,40230865719.0093,821.083663886433,1,40232746286.2581,821.085314500098,1,40231687813.7921,821.084385570967
"14","AFG",2032,"AFG","EMRO","EMRO D","South Asia","Low income",1,42434560243.306,850.323826613217,1,42433748357.8259,850.32306959998,1,42432099984.1769,850.321532546768,1,42434082113.4177,850.323380838855,1,42432966476.9686,850.322340660561
"15","AFG",2033,"AFG","EMRO","EMRO D","South Asia","Low income",1,44839038184.8295,882.588736808706,1,44838180705.3099,882.587889982025,1,44836439761.9317,882.586170570418,1,44838533204.0003,882.588238146836,1,44837354915.35,882.587074560022
"16","AFG",2034,"AFG","EMRO","EMRO D","South Asia","Low income",1,47456173462.0122,917.932135283316,1,47455266442.2101,917.931193707925,1,47453424917.0328,917.929281917359,1,47455639306.2423,917.931580827757,1,47454392942.7246,917.930287051125
"17","AFG",2035,"AFG","EMRO","EMRO D","South Asia","Low income",1,50301037548.9433,956.529894250352,1,50300076970.428,956.528856248631,1,50298126704.8179,956.526748672899,1,50300471851.7102,956.529283013219,1,50299151891.4385,956.527856741647
"18","AGO",2019,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,80291867761.4844,2522.89468994661,0,80291867761.4844,2522.89468994661,0,80291867761.4844,2522.89468994661,0,80291867761.4844,2522.89468994661,0,80291867761.4844,2522.89468994661
"19","AGO",2020,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,87372398333.6203,2658.44332543115,0,87370631423.6058,2658.44306746082,0,87367044060.8506,2658.44254367097,0,87371357782.0618,2658.44317352299,0,87368929828.4262,2658.44281905661
"20","AGO",2021,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,95279078731.673,2807.77623420973,0,95277146895.7444,2807.77569821343,0,95273224683.4105,2807.77460991246,0,95277941053.7734,2807.77591858344,0,95275286472.0106,2807.77518209316
"21","AGO",2022,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,104202638235.413,2974.92329447036,0,104200519664.448,2974.92242927333,0,104196218323.412,2974.92067255494,0,104201390587.613,2974.92278499123,0,104198479409.418,2974.92159616001
"22","AGO",2023,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,114311572039.813,3162.23331322618,0,114309241205.077,3162.23205608429,0,114304508904.282,3162.22950355154,0,114310199388.048,3162.23257294673,0,114306996533.945,3162.2308455606
"23","AGO",2024,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,125790533890.955,3372.49078771428,0,125787961211.302,3372.48906510413,0,125782737892.064,3372.48556747369,0,125789018814.67,3372.48977333957,0,125785483636.698,3372.48740637326
"24","AGO",2025,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,138837271867.231,3608.22474835572,0,138834423544.244,3608.2224816152,0,138828640585.548,3608.21787917015,0,138835594462.286,3608.22341356482,0,138831680517.456,3608.22029893222
"25","AGO",2026,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,153334429383.19,3863.49600340631,0,153331276493.69,3863.49323082816,0,153324875172.721,3863.48760131925,0,153332572616.406,3863.49437074825,0,153328240160.638,3863.49056106589
"26","AGO",2027,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,169919984878.098,4151.57919514519,0,169916482431.162,4151.57581307179,0,169909371402.729,4151.56894603071,0,169917922253.984,4151.5772035802,0,169913109464.471,4151.57255641673
"27","AGO",2028,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,188890275044.303,4476.0728683484,0,188886371864.924,4476.06877083083,0,188878447228.277,4476.06045113706,0,188887976425.505,4476.07045548747,0,188882612981.763,4476.0648252632
"28","AGO",2029,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,210575830396.16,4840.6011308942,0,210571468574.695,4840.59621529057,0,210562612755.732,4840.58623453845,0,210573261679.228,4840.59823629567,0,210567268006.554,4840.59148197504
"29","AGO",2030,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,235380783521.772,5249.93383565902,0,235375896792.462,5249.92799625809,0,235365975251.637,5249.91613980991,0,235377905682.265,5249.93039707382,0,235371190723.634,5249.9223734038
"30","AGO",2031,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,263422558161.031,5702.03381447315,0,263417080629.273,5702.02705479979,0,263405959580.581,5702.01332981268,0,263419332392.954,5702.02983397693,0,263411805601.056,5702.02054580094
"31","AGO",2032,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,295698500598.892,6213.0670602587,0,295692342359.274,6213.05923481134,0,295679839267.516,6213.0433458566,0,295694873956.219,6213.06245217149,0,295686411790.332,6213.05169956239
"32","AGO",2033,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,332864966553.409,6790.80658860005,0,332858024134.416,6790.7975446678,0,332843928921.103,6790.77918167878,0,332860878100.906,6790.80126299659,0,332851338378.839,6790.7888361212
"33","AGO",2034,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,375721252730.515,7444.29975095629,0,375713406022.74,7444.28932188605,0,375697474829.417,7444.26814648768,0,375716631734.743,7444.2936097013,0,375705849411.825,7444.27927956914
"34","AGO",2035,"AGO","AFRO","AFRO D","Sub-Saharan Africa","Lower middle income",0,425225159115.763,8184.80471032978,0,425216267918.27,8184.79270587451,0,425198216094.601,8184.76833178626,0,425219923011.209,8184.79764139451,0,425207705434.595,8184.78114659571
"35","ALB",2019,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,23740266109.233,8317.68655609699,1,23740266109.233,8317.68655609699,1,23740266109.233,8317.68655609699,1,23740266109.233,8317.68655609699,1,23740266109.233,8317.68655609699
"36","ALB",2020,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,23875602136.6794,8377.40425848401,1,23875193344.5986,8377.40450232002,1,23874363372.7993,8377.40499740712,1,23875361391.3645,8377.40440206921,1,23874799652.2968,8377.40473711279
"37","ALB",2021,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,24020365287.6245,8445.97935570482,1,24019952944.8601,8445.97979064743,1,24019115764.0975,8445.98067375939,1,24020122451.3042,8445.979611825,1,24019555833.2242,8445.9802094592
"38","ALB",2022,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,24181578108.0651,8523.64402822174,1,24181161153.8622,8523.64461578136,1,24180314610.4825,8523.64580876868,1,24181332556.0838,8523.64437421191,1,24180759601.4615,8523.64518155005
"39","ALB",2023,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,24354613805.198,8611.95679108842,1,24354191482.2788,8611.95748980892,1,24353334038.7772,8611.95890849861,1,24354365091.611,8611.95720253675,1,24353784759.9083,8611.95816261588
"40","ALB",2024,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,24567604847.2196,8711.91661248923,1,24567176298.822,8711.91738413645,1,24566306215.712,8711.91895089747,1,24567352467.4731,8711.91706688116,1,24566763581.398,8711.91812716553
"41","ALB",2025,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,24802060649.6306,8823.21616849185,1,24801625577.8253,8823.2169831647,1,24800742250.2202,8823.2186372857,1,24801804428.2646,8823.21664821983,1,24801206578.4106,8823.21776762379
"42","ALB",2026,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,25060568911.0092,8943.81474340086,1,25060127155.5747,8943.81561604242,1,25059230258.1764,8943.81738786404,1,25060308753.6526,8943.81525726426,1,25059701719.8199,8943.81645632043
"43","ALB",2027,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,25341765641.3087,9076.56362511057,1,25341316891.9344,9076.56452185454,1,25340405794.7195,9076.56634261463,1,25341501365.2093,9076.56415316688,1,25340884720.9773,9076.56538534128
"44","ALB",2028,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,25656087266.493,9222.17371189538,1,25655631040.5947,9222.17459582723,1,25654704763.7725,9222.17639057448,1,25655818587.4433,9222.17423240711,1,25655191669.6614,9222.17544697733
"45","ALB",2029,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,25995797916.4236,9381.37781177323,1,25995333808.0953,9381.37864225535,1,25994391527.5541,9381.3803284789,1,25995524595.3764,9381.37830081052,1,25994886846.2679,9381.3794419384
"46","ALB",2030,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,26379792570.8305,9554.43410750834,1,26379319823.0681,9554.4348480064,1,26378360001.861,9554.43635152654,1,26379514161.9717,9554.4345435576,1,26378864541.3045,9554.435561043
"47","ALB",2031,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,26765045789.099,9736.28439035977,1,26764564959.2181,9736.2850907743,1,26763588728.8653,9736.2865129099,1,26764762620.6105,9736.2848028054,1,26764101894.1424,9736.28576521441
"48","ALB",2032,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,27192064740.2891,9934.988944205,1,27191575119.7893,9934.98954143187,1,27190581041.8213,9934.99075405581,1,27191776394.9213,9934.98929588751,1,27191103589.0704,9934.99011651177
"49","ALB",2033,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,27636202500.7473,10149.1746238514,1,27635703869.1516,10149.1750819618,1,27634691495.9352,10149.1760121244,1,27635908848.6532,10149.1748936137,1,27635223660.4438,10149.1755230854
"50","ALB",2034,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,28109220088.3595,10376.234805596,1,28108712097.1667,10376.2351385731,1,28107680721.1401,10376.2358146664,1,28108920924.292,10376.2350016723,1,28108222874.8151,10376.235459205
"51","ALB",2035,"ALB","EURO","EURO B","Europe & Central Asia","Upper middle income",1,28596214173.8149,10614.778832151,1,28595696809.0615,10614.7790988571,1,28594646401.8754,10614.7796403961,1,28595909489.5384,10614.7789892029,1,28595198559.5777,10614.7793556768
"52","ARE",2019,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,400791421529.651,41020.4423455118,1,400791421529.651,41020.4423455118,1,400791421529.651,41020.4423455118,1,400791421529.651,41020.4423455118,1,400791421529.651,41020.4423455118
"53","ARE",2020,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,404229848555.739,40872.583271561,1,404224093489.717,40872.5865034478,1,404212408962.381,40872.5930655072,1,404226459225.599,40872.5851746887,1,404218550788.891,40872.5896154736
"54","ARE",2021,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,406854759002.479,40722.12581348,1,406848984516.413,40722.1327375422,1,406837260561.245,40722.1467962378,1,406851358234.083,40722.1298907809,1,406843423108.436,40722.1394048122
"55","ARE",2022,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,409424200844.525,40609.4228173502,1,409418405225.266,40609.4330978893,1,409406638364.022,40609.4539716185,1,409420787629.115,40609.4288711447,1,409412823460.746,40609.4429971561
"56","ARE",2023,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,411950803434.814,40526.3948288061,1,411944983243.052,40526.4082466259,1,411933166492.866,40526.4354903338,1,411947375747.146,40526.4027300183,1,411939377810.474,40526.4211668236
"57","ARE",2024,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,414474768870.201,40456.2975959201,1,414468922114.21,40456.3141126699,1,414457051431.296,40456.347648493,1,414471325537.42,40456.3073219667,1,414463291095.795,40456.3300168715
"58","ARE",2025,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,416971829422.893,40388.592543868,1,416965957039.619,40388.6122404026,1,416954034326.324,40388.6522325151,1,416968370996.756,40388.6041423609,1,416960301337.637,40388.631206466
"59","ARE",2026,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,419551085636.495,40329.81694093,1,419545180723.045,40329.8398484695,1,419533191964.418,40329.8863602648,1,419547608052.059,40329.8304302532,1,419539493690.587,40329.861906458
"60","ARE",2027,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,422247531837.131,40286.9508479278,1,422241597394.372,40286.9768511279,1,422229548683.117,40287.029648415,1,422244036861.388,40286.9661601596,1,422235881920.557,40287.0018899768
"61","ARE",2028,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,424873600444.266,40257.1158275788,1,424867636577.177,40257.1448535173,1,424855528126.446,40257.2037882381,1,424870088139.099,40257.1329197781,1,424861892763.31,40257.17280301
"62","ARE",2029,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,427188092063.647,40243.8146079743,1,427182097855.107,40243.8466074688,1,427169927802.847,40243.9115797656,1,427184561889.29,40243.8334511794,1,427176324819.081,40243.8774202478
"63","ARE",2030,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,429082864048.176,40247.9002014985,1,429076839435.619,40247.9351577678,1,429064607654.754,40248.0061335692,1,429079315968.182,40247.9207858276,1,429071037118.488,40247.9688176746
"64","ARE",2031,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,430647478562.018,40285.0775081402,1,430641418791.023,40285.115112328,1,430629115628.5,40285.1914645279,1,430643909776.996,40285.0996517203,1,430635582615.841,40285.1513219606
"65","ARE",2032,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,431892448659.729,40348.6966236668,1,431886356968.962,40348.7367624498,1,431873989000.194,40348.8182609551,1,431888861077.114,40348.7202597664,1,431880490055.157,40348.7754126878
"66","ARE",2033,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,432823178362.978,40428.0943735268,1,432817055264.727,40428.1370172933,1,432804623529.752,40428.2236019803,1,432819572284.736,40428.1194847088,1,432811158106.536,40428.1780796232
"67","ARE",2034,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,433671613053.388,40518.6969123972,1,433665455787.499,40518.7421314751,1,433652954682.327,40518.8339451402,1,433667986854.242,40518.7235400748,1,433659525727.469,40518.7856736171
"68","ARE",2035,"ARE","EMRO","EMRO E","Middle East & North Africa","High income",1,434423139829.86,40611.6798943498,1,434416947562.716,40611.7278463904,1,434404375394.836,40611.8252091335,1,434419493019.015,40611.7081313573,1,434410983798.473,40611.7740201499
"69","ARG",2019,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,446648093801.499,9939.04973959866,0,446648093801.499,9939.04973959866,0,446648093801.499,9939.04973959866,0,446648093801.499,9939.04973959866,0,446648093801.499,9939.04973959866
"70","ARG",2020,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,451973046040.206,9966.32957089759,0,451964976742.421,9966.32944557465,0,451948593622.674,9966.32919111735,0,451968293897.694,9966.32949709998,0,451957205565.168,9966.3293248995
"71","ARG",2021,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,457236949328.41,9992.50293562677,0,457228784253.049,9992.50272578717,0,457212206675.801,9992.50229972615,0,457232140780.999,9992.5028120607,0,457220920837.042,9992.50252372978
"72","ARG",2022,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,462582061574.372,10021.0580701105,0,462573799045.027,10021.0577656955,0,462557023606.66,10021.0571476075,0,462577195634.81,10021.0578908528,0,462565841775.832,10021.0574725703
"73","ARG",2023,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,468033561557.573,10052.2672155836,0,468025199305.892,10052.2668001855,0,468008221400.964,10052.2659567558,0,468028636890.009,10052.2669709724,0,468017145999.026,10052.266400193
"74","ARG",2024,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,473619982293.959,10087.1080078794,0,473611517260.025,10087.1074525868,0,473594330675.978,10087.1063251139,0,473614997096.392,10087.10768089,0,473603364968.734,10087.1069178882
"75","ARG",2025,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,479345577151.902,10125.3792093936,0,479337006212.767,10125.3784861068,0,479319604609.073,10125.3770175363,0,479340529585.209,10125.3787834792,0,479328751929.594,10125.3777896443
"76","ARG",2026,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,485008890886.999,10163.0008777109,0,485000215940.061,10163.0000211354,0,484982603169.008,10162.9982819337,0,485003782068.548,10163.0003733082,0,484991861492.164,10162.9991963273
"77","ARG",2027,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,490798144484.91,10203.9157671658,0,490789362685.684,10203.9147512892,0,490771532972.111,10203.9126886407,0,490792972739.569,10203.9151689571,0,490780905333.776,10203.9137730881
"78","ARG",2028,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,496724973348.537,10248.0910531986,0,496716081602.962,10248.089850361,0,496698028664.986,10248.0874081047,0,496719736854.195,10248.0903448961,0,496707518367.402,10248.0886921326
"79","ARG",2029,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,502780223575.511,10295.7002001784,0,502771218942.407,10295.6987823516,0,502752936808.545,10295.695903579,0,502774920600.093,10295.6993652775,0,502762546990.792,10295.6974171075
"80","ARG",2030,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,508941090652.138,10346.2237127145,0,508931970764.569,10346.2220590923,0,508913454629.22,10346.2187015578,0,508935719801.741,10346.2227389631,0,508923187817.492,10346.2204667976
"81","ARG",2031,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,514997933058.753,10395.1784962002,0,514988700865.595,10395.1766527108,0,514969956715.875,10395.1729096676,0,514992496069.962,10395.1774106437,0,514979809762.797,10395.1748775904
"82","ARG",2032,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,521215653653.962,10448.1348204699,0,521206305372.009,10448.1327482654,0,521187325526.861,10448.1285408367,0,521210148298.833,10448.1336002323,0,521197302470.212,10448.1307529123
"83","ARG",2033,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,527478094219.94,10502.7197542947,0,527468628996.385,10502.7174504686,0,527449411724.354,10502.7127727531,0,527472519996.243,10502.7183976645,0,527459513474.299,10502.7152320842
"84","ARG",2034,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,533640963812.561,10555.8603436436,0,533631384467.255,10555.8578508092,0,533611935493.494,10555.852789329,0,533635322380.898,10555.858875714,0,533622159040.37,10555.8554504262
"85","ARG",2035,"ARG","PAHO","AMRO B","Latin America & Caribbean","Upper middle income",0,539593183770.875,10605.6288331081,0,539583495862.615,10605.626224758,0,539563826473.164,10605.6209287336,0,539587478404.819,10605.627297156,0,539574165884.043,10605.6237131435
"86","ARM",2019,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,13672800122.0832,4622.73280500599,0,13672800122.0832,4622.73280500599,0,13672800122.0832,4622.73280500599,0,13672800122.0832,4622.73280500599,0,13672800122.0832,4622.73280500599
"87","ARM",2020,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,14521375252.0044,4900.90288626542,0,14521126265.8885,4900.90351770666,0,14520620748.6231,4900.90479979095,0,14521228619.4356,4900.90325809574,0,14520886476.775,4900.90412572929
"88","ARM",2021,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,15381018277.7588,5182.28378630688,0,15380755538.7464,5182.28519396326,0,15380222098.9348,5182.28805208315,0,15380863545.7985,5182.284615219,0,15380502504.5587,5182.28654941343
"89","ARM",2022,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,16264395687.7512,5472.54229062962,0,16264118847.1281,5472.54454605925,0,16263556776.776,5472.54912550813,0,16264232651.0321,5472.54361876119,0,16263852232.0224,5472.54671784149
"90","ARM",2023,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,17183757215.1113,5776.05284541556,0,17183465631.7572,5776.0559639414,0,17182873629.197,5776.06229583221,0,17183585496.0668,5776.0546817896,0,17183184818.2996,5776.05896681069
"91","ARM",2024,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,18153734914.6376,6097.99627633107,0,18153427606.2155,6098.00020972754,0,18152803677.0058,6098.00819614324,0,18153553934.7575,6097.99859254947,0,18153131648.3753,6098.00399724709
"92","ARM",2025,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,19181791143.4524,6443.3292386471,0,19181466940.7219,6443.33389692736,0,19180808710.9501,6443.34335515783,0,19181600214.1586,6443.33198172022,0,19181154712.4794,6443.33838244771
"93","ARM",2026,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,20265108041.5537,6807.22473683364,0,20264765912.5002,6807.23008829848,0,20264071286.8639,6807.24095398152,0,20264906555.0783,6807.22788809509,0,20264436419.9766,6807.23524129613
"94","ARM",2027,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,21415493391.0075,7196.0663276235,0,21415132013.0585,7196.07227862678,0,21414398306.3342,7196.08436162189,0,21415280568.4722,7196.06983192885,0,21414783982.5655,7196.07800892854
"95","ARM",2028,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,22641357105.1016,7613.09922834622,0,22640974973.9678,7613.10565599437,0,22640199131.9914,7613.1187067764,0,22641132060.6139,7613.10301332843,0,22640606956.8193,7613.11184526423
"96","ARM",2029,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,23952962818.2182,8062.25608152751,0,23952558204.1944,8062.26282413591,0,23951736715.1392,8062.27651441751,0,23952724533.1369,8062.26005197708,0,23952168534.6239,8062.26931668531
"97","ARM",2030,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,25357861170.8522,8546.63335721341,0,25357432183.9573,8546.64022597184,0,25356561210.5871,8546.65417238941,0,25357608532.1479,8546.63740194766,0,25357019041.8478,8546.6468399926
"98","ARM",2031,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,26852112860.4561,9062.47480946882,0,26851657760.8782,9062.48166593501,0,26850733770.8468,9062.495587393,0,26851844843.5326,9062.47884696472,0,26851219470.7203,9062.48826811902
"99","ARM",2032,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,28450771113.0462,9618.24581238886,0,28450287784.6178,9618.25243125339,0,28449306481.4627,9618.26587027992,0,28450486471.6709,9618.24970997082,0,28449822308.4697,9618.25880464694
"100","ARM",2033,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,30143945704.22,10211.3637209417,0,30143432287.1326,10211.3699302319,0,30142389894.878,10211.3825376513,0,30143643343.1301,10211.367377342,0,30142937833.9264,10211.3759092402
"101","ARM",2034,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,31922089638.2103,10832.0629922668,0,31921544606.1104,10832.0687318232,0,31920438025.7968,10832.0803854872,0,31921768658.5115,10832.0663720599,0,31921019705.8856,10832.0742585179
"102","ARM",2035,"ARM","EURO","EURO B","Europe & Central Asia","Upper middle income",0,33748922935.3952,11479.2254882297,0,33748345533.8927,11479.2308064746,0,33747173233.8799,11479.241604701,0,33748582892.8086,11479.2286199295,0,33747789460.1101,11479.2359274824
"103","ATG",2019,"ATG","PAHO","AMRO B","Latin America & Caribbean","High income",1,4337151132.49445,44658.5713512886,1,4337151132.49445,44658.5713512886,1,4337151132.49445,44658.5713512886,1,4337151132.49445,44658.5713512886,1,4337151132.49445,44658.5713512886
"104","ATG",2020,"ATG","PAHO","AMRO B","Latin America & Caribbean","High income",1,4360764659.11959,44497.5985624448,1,4360690803.52182,44497.6020809696,1,4360540854.27909,44497.6092250223,1,4360721164.13006,44497.6006343622,1,4360619675.8217,44497.605469003
"105","ATG",2021,"ATG","PAHO","AMRO B","Latin America & Caribbean","High income",1,4389045896.77656,44333.7969371369,1,4388971799.41827,44333.8044752986,1,4388821359.32988,44333.8197808688,1,4389002259.39639,44333.8013760562,1,4388900438.84383,44333.8117338929
"106","ATG",2022,"ATG","PAHO","AMRO B","Latin America & Caribbean","High income",1,4421109824.09168,44211.0982409168,1,4421035362.52412,44211.1094332434,1,4420884182.98201,44211.1321582769,1,4421065972.21166,44211.1048316262,1,4420963651.16009,44211.1202104824
